Order,Family,genus_species,Origin,year,Intentional_Release,In the wild,established_indoors_or_outdoors,source
Diptera,Cecidomyiidae,"Dicrodiplosis pseudococci (Felt, 1914)",Africa,1914,0,yes,Out,"Roques, 2020"
Diptera,Cecidomyiidae,Enigmadiplosis agapanthi,"NA",2014,0,yes,Out,"Roques, 2020"
Diptera,Cecidomyiidae,"Epidiplosis filifera (Nijveldt, 1965)",Eastern Asia,1965,0,unknown,Out,"Roques, 2020"
Diptera,Cecidomyiidae,"Feltiella acarisuga (Vallot, 1827)",Cryptogenic,1827,1,yes,Out,"Roques, 2020"
Diptera,Cecidomyiidae,"Horidiplosis ficifolii Harris, (2003",Asia (Tropical),2001,0,yes,Out,"Roques, 2020"
Diptera,Cecidomyiidae,"Janetiella siskiyou Felt, 1917",North America,1931,0,yes,Out,"Roques, 2020"
Diptera,Cecidomyiidae,"Lestodiplosis aonidiellae Harris, 1968",Africa,1999,1,no,In,"Roques, 2020"
Diptera,Cecidomyiidae,"Obolodiplosis robiniae (Haldeman, 1847)",North America,2003,0,yes,Out,"Roques, 2020"
Diptera,Cecidomyiidae,"Orseolia cynodontis Kieffer & Massalongo, 1902",Africa,1892,0,yes,Out,"Roques, 2020"
Diptera,Cecidomyiidae,"Procontarinia matteiana Kieffer & Cecconi, 1906",Asia (Tropical),1906,0,yes,Out,"Roques, 2020"
Diptera,Cecidomyiidae,"Prodiplosis vaccinii (Felt, 1926)",North America,2001,0,yes,Out,"Roques, 2020"
Diptera,Cecidomyiidae,"Prodiplosis violicola (Coquillett, 1900)",North America,2004,0,yes,Out,"Roques, 2020"
Diptera,Cecidomyiidae,"Resseliella conicola (Foote, 1956)",North America,1999,0,yes,Out,"Roques, 2020"
Diptera,Cecidomyiidae,"Rhopalomyia chrysanthemi (Ahlberg, 1939)",Asia (Temperate),1935,0,yes,Out,"Roques, 2020"
Diptera,Cecidomyiidae,"Rhopalomyia grossulariae Felt, 1911",North America,1913,0,yes,Out,"Roques, 2020"
Diptera,Cecidomyiidae,"Stenodiplosis panici Plotnikov, 1926",Asia (Temperate),1926,0,yes,Out,"Roques, 2020"
Diptera,Cecidomyiidae,"Stenodiplosis sorghicola (Coquillett, 1899)",Africa,1964,0,yes,Out,"Roques, 2020"
Diptera,Chironomidae,Telmatogeton japonicus,Japan,1963,0,yes,Out,"Roques, 2020"
Diptera,Culicidae,"Aedes albopictus (Skuse, 1894)",Asia (Tropical),1979,0,yes,Out,"Roques, 2020"
Diptera,Culicidae,"Aedes japonicus (Theobald, 1901)",Asia (Temperate),2000,0,yes,Out,"Roques, 2020"
Diptera,Culicidae,Aedes koreicus,Asia,2008,0,yes,Out,Versteirt 2012
Diptera,Culicidae,"Culex deserticola Kirkpatrick, 1925",Africa,1993,0,yes,Out,"Roques, 2020"
Diptera,Culicidae,"Culex tritaeniorhynchus Giles, 1901",Asia (Tropical),1987,0,yes,Out,"Roques, 2020"
Diptera,Culicidae,"Culex vishnui (Theobald, 1901)",Asia (Tropical),1987,0,yes,Out,"Roques, 2020"
Diptera,Culicidae,"Ochleroratus atropalpus (Coquillett, 1902)",North America,1996,0,yes,Out,"Roques, 2020"
Diptera,Culicidae,"Ochleroratus subdiversus (Martini, 1926)",Asia (Temperate),1987,0,yes,Out,"Roques, 2020"
Diptera,Dolichopodidae,"Micropygus vagans Parent, 1933",Australasia,1970,0,yes,Out,"Roques, 2020"
Diptera,Drosophilidae,"Chymomyza amoena (Loew, 1862)",North America,1975,0,yes,Out,"Roques, 2020"
Diptera,Drosophilidae,"Chymomyza procnemis (Williston, 1896)",North America,2000,0,unknown,Out,"Roques, 2020"
Diptera,Drosophilidae,"Chymomyza procnemoides Wheeler, 1952",North America,1992,0,yes,Out,"Roques, 2020"
Diptera,Drosophilidae,"Chymomyza wirthi Wheeler, 1954",North America,1994,0,yes,Out,"Roques, 2020"
Diptera,Drosophilidae,"Dettopsomyia nigrovittata (Malloch, 1924)","Tropical, Subtropical",<1976,0,yes,Out,"Roques, 2020"
Diptera,Drosophilidae,"Drosophila busckii  Coquillett, 1901",Cryptogenic,1900,0,yes,Out,"Roques, 2020"
Diptera,Drosophilidae,"Drosophila curvispina Watabe & Toda, 1984",Asia,2002,0,yes,Out,"Roques, 2020"
Diptera,Drosophilidae,"Drosophila hydei Sturtevant, 1921",Cryptogenic,1900,0,yes,Out,"Roques, 2020"
Diptera,Drosophilidae,"Drosophila immigrans Sturtevant, 1921",Cryptogenic,1900,0,yes,Out,"Roques, 2020"
Diptera,Drosophilidae,"Drosophila melanogaster Meigen, 1830",Cryptogenic,1900,0,yes,Out,"Roques, 2020"
Diptera,Drosophilidae,"Drosophila repleta Wollaston, 1858",Cryptogenic,1900,0,yes,Out,"Roques, 2020"
Diptera,Drosophilidae,"Drosophila suzukii (Matsamura, 1931)",Asia,2009,0,yes,Out,"Roques, 2020"
Diptera,Drosophilidae,"Drosophila tsigana  Burla & Gloor, 1952",Cryptogenic,"NA",0,yes,Out,"Roques, 2020"
Diptera,Drosophilidae,"Scaptomyza adusta  (Loew, 1862)",North America,1996,0,yes,Out,"Roques, 2020"
Diptera,Drosophilidae,"Scaptomyza vittata (Coquillett, 1895)",North America,"NA",0,yes,Out,"Roques, 2020"
Diptera,Drosophilidae,"Zaprionus ghesquierei Collart, 1937",Africa,1991,0,yes,Out,"Roques, 2020"
Diptera,Drosophilidae,"Zaprionus indianus Gupta, 1970",Africa,1976,0,yes,Out,"Roques, 2020"
Diptera,Drosophilidae,"Zaprionus tuberculatus Malloch, 1932",Africa,1977,0,yes,Out,"Roques, 2020"
Diptera,Ephydridae,"Elephantinosoma chnumi Becker, 1903",Africa,2003,0,yes,Out,"Roques, 2020"
Diptera,Ephydridae,"Placopsidella phaenota Mathis, 1986",Asia,2003,0,yes,Out,"Roques, 2020"
Diptera,Ephydridae,"Psilopa fratella (Becker, 1903)",Africa,2002,0,yes,Out,"Roques, 2020"
Diptera,Fanniidae,"Fannia pusio (Wiedemann, 1830)",C. & S. America,2002,0,yes,Out,"Roques, 2020"
Diptera,Heleomyzidae,"Prosopantrum flavifrons Tonnoir & Malloch, 1927",C. & S. America,1991,0,yes,Out,"Roques, 2020"
Diptera,Hippoboscidae,"Crataerina melbae (Rondani, 1879)",Cryptogenic,1990,0,yes,Out,"Roques, 2020"
Diptera,Milichiidae,"Desmometopa microps Lamb, 1914",Cryptogenic,"NA",0,yes,Out,"Roques, 2020"
Diptera,Milichiidae,"Desmometopa varipalpis Malloch, 1927",Cryptogenic,"NA",0,yes,Out,"Roques, 2020"
Diptera,Muscidae,"Athrerigona soccata Rondani, 1871",Cryptogenic,1998,0,yes,Out,"Roques, 2020"
Diptera,Muscidae,"Hydrotaea aenescens (Wiedemann, 1830)",North America,1964,1,yes,Out,"Roques, 2020"
Diptera,Mycetophilidae,"Leia arsona Hutson, 1978",Africa,1978,0,yes,Out,"Roques, 2020"
Diptera,Phoridae,"Chonocephalus depressus Meijere, 1912",Asia (Temperate),2002,0,yes,Out,"Roques, 2020"
Diptera,Phoridae,"Chonocephalus heymonsi Stobbe, 1913",Africa,1981,0,no,In,"Roques, 2020"
Diptera,Phoridae,"Dohrniphora cornuta (Bigor in de la Sagra, 1857)",Australasia,1997,0,yes,Out,"Roques, 2020"
Diptera,Phoridae,"Dohrniphora papuana Brues, 1905",Africa,2004,0,yes,Out,"Roques, 2020"
Diptera,Phoridae,"Hypocerides nearcticus (Borgmeier, 1966)",Africa,2004,0,unknown,Out,"Roques, 2020"
Diptera,Phoridae,"Megaselia gregaria (Wood, 1910)",Australasia,1997,0,yes,Out,"Roques, 2020"
Diptera,Phoridae,"Megaselia scalaris (Loew, 1866)","Tropical, Subtropical",1994,0,yes,Out,"Roques, 2020"
Diptera,Phoridae,"Megaselia tamilnaduensis Disney in Mohan, Mohan & Disney, 1996",Asia (Tropical),1999,0,yes,Out,"Roques, 2020"
Diptera,Phoridae,"Puliciphora borinquenensis Wheeler, 1900","Tropical, Subtropical",1983,0,yes,Out,"Roques, 2020"
Diptera,Sciaridae,"Bradysia difformis Frey, 1948",Cryptogenic,1965,0,yes,Out,"Roques, 2020"
Diptera,Sphaeroceridae,"Coproica rufifrons Hayashi, 1991",Australasia,"NA",0,unknown,Out,"Roques, 2020"
Diptera,Sphaeroceridae,"Thoracochaeta johnsoni (Spuler, 1925)",North America,1999,0,yes,Out,"Roques, 2020"
Diptera,Sphaeroceridae,"Thoracochaeta seticosta (Spuler, 1925)",North America,1999,0,yes,Out,"Roques, 2020"
Diptera,Sphaeroceridae,"Trachyopella straminea Rohâ€¡_ek & Marshall, 1986",North America,"NA",0,unknown,Out,"Roques, 2020"
Diptera,Stratiomyidae,"Exaireta spinigera (Wiedemann, 1830)",Australasia,2008,0,yes,Out,"Roques, 2020"
Diptera,Stratiomyidae,"Hermetia illucens (Linnaeus, 1758)",North America,1936,0,yes,Out,"Roques, 2020"
Diptera,Tachinidae,"Blepharipa schineri (Mesnil, 1939)",Cryptogenic,1993,0,unknown,Out,"Roques, 2020"
Diptera,Tachinidae,"Catharosia pygmaea (FallÅ½n, 1815)",Cryptogenic,2002,0,unknown,Out,"Roques, 2020"
Diptera,Tachinidae,"Clytiomya continua (Panzer, 1789)",Cryptogenic,2002,0,unknown,Out,"Roques, 2020"
Diptera,Tachinidae,"Leucostoma edentata Kluger, 1978",Asia,1995,0,unknown,Out,"Roques, 2020"
Diptera,Tachinidae,"Phasia barbifrons (Girschner, 1887)",Cryptogenic,2001,0,unknown,Out,"Roques, 2020"
Diptera,Tachinidae,"Sturmia bella (Meigen, 1824)",Cryptogenic,"NA",0,yes,Out,"Roques, 2020"
Diptera,Tachinidae,"Trichopoda pennipes (Fabricius, 1781)",North America,1989,0,yes,Out,"Roques, 2020"
Diptera,Tachinidae,"Zeuxia zejana Kolomiets, 1971",Asia,1995,0,unknown,Out,"Roques, 2020"
Diptera,Tephritidae,Bactrocera dorsalis,Tropical Asia,2018,0,yes,Out,"Roques, 2020"
Diptera,Tephritidae,Carpomya incompleta,Africa,1853,0,yes,Out,"Roques, 2020"
Diptera,Tephritidae,"Ceratitis capitata (Wiedemann, 1824)",Africa,1873,0,yes,Out,"Roques, 2020"
Diptera,Tephritidae,Dacus ciliatus Loew,Africa,1996,0,yes,Out,"Roques, 2020"
Diptera,Tephritidae,Euaresta aequalis (Loew),North America,2008,0,yes,Out,"Roques, 2020"
Diptera,Tephritidae,"Rhagoletis cingulata Loew, 1862",North America,1983,0,yes,Out,"Roques, 2020"
Diptera,Tephritidae,"Rhagoletis completa Cresson, 1929",North America,1991,0,yes,Out,"Roques, 2020"
Diptera,Tephritidae,Rhagoletis suavis,North America,2013,0,yes,Out,"Roques, 2020"
Diptera,Tephritidae,"Strauzia longipennis (Wiedemann, 1830)",North America,2008,0,yes,Out,"Roques, 2020"
Diptera,Tethinidae,"Pelomyia occidentalis Williston, 1893",North America,2001,0,unknown,Out,"Roques, 2020"
Diptera,Ulidiidae,"Euxesta notata  (Wiedemann, 1830)",North America,2009,0,unknown,Out,"Roques, 2020"
Diptera,Ulidiidae,"Euxesta pechumani Curran, 1938",North America,1969,0,yes,Out,"Roques, 2020"
Hemiptera,Acanaloniidae,"Acanalonia conica (Say, 1830)",North America,2003,0,yes,Out,"Roques, 2020"
Hemiptera,Adelgidae,"Adelges cooleyi (Gillette, 1907)",Western North America,1913,0,yes,Out,"Roques, 2020"
Hemiptera,Adelgidae,"Adelges coweni (Gillette, 1907)",North America,>1900,0,yes,Out,"Roques, 2020"
Hemiptera,Adelgidae,"Adelges nordmannianae (Eckstein, 1890)",Caucasus Mountains,1840,0,yes,Out,"Roques, 2020"
Hemiptera,Adelgidae,"Adelges viridula (Cholodkowsky, 1911)",Northwestern Russia,"NA",0,yes,Out,"Roques, 2020"
Hemiptera,Adelgidae,"Pineus orientalis (Dreyfuss, 1889)",Caucasus mountains,1913,0,yes,Out,"Roques, 2020"
Hemiptera,Adelgidae,Pineus similis (Gillette 1907),North America,1971,0,yes,Out,"Roques, 2020"
Hemiptera,Adelgidae,"Pineus strobi (Hartig, 1837)",Eastern North America,1900,0,yes,Out,"Roques, 2020"
Hemiptera,Aleyrodidae,"Acaudaleyrodes rachipora (Singh, 1931)",Oriental Region,2000,0,yes,Out,"Roques, 2020"
Hemiptera,Aleyrodidae,"Aleurocanthus spiniferus (Quaintance, 1903)",Oriental Region,2008,0,yes,Out,"Roques, 2020"
Hemiptera,Aleyrodidae,"Aleuroclava aucubae (Kuwana, 1911)",Oriental Region,2007,0,yes,Out,"Roques, 2020"
Hemiptera,Aleyrodidae,"Aleuroclava guyavae (Takahashi, 1932)",Asia- Tropical,2006,0,yes,Out,"Roques, 2020"
Hemiptera,Aleyrodidae,"Aleurodicus destructor Mackie, 1912",Neotropical Region,"NA",0,no,In,"Roques, 2020"
Hemiptera,Aleyrodidae,"Aleurodicus dispersus Russell, 1965",Neotropical Region,1962,0,yes,Out,"Roques, 2020"
Hemiptera,Aleyrodidae,Aleurolobus marlatii,"NA",2013,0,yes,Out,"Roques, 2020"
Hemiptera,Aleyrodidae,"Aleuroplatus perseaphagus Martin et al., 1996",Neotropical Region,1991,0,yes,Out,"Roques, 2020"
Hemiptera,Aleyrodidae,"Aleuropteridis filicicola (Newstead, 1911)",Africa,1961,0,no,In,"Roques, 2020"
Hemiptera,Aleyrodidae,"Aleurothrixus floccosus Maskell, 1895",Neotropical Region,1968,0,yes,Out,"Roques, 2020"
Hemiptera,Aleyrodidae,"Aleurotrachelus atratus Hempel, 1922",Neotropical Region,2000,0,yes,Out,"Roques, 2020"
Hemiptera,Aleyrodidae,"Aleurotrachelus trachoides (Back, 1912)",Neotropical Region,2005,0,no,In,"Roques, 2020"
Hemiptera,Aleyrodidae,"Aleurotulus nephrolepidis (Quaintance, 1900)",C & S America,1938,0,no,In,"Roques, 2020"
Hemiptera,Aleyrodidae,"Bemisia tabaci (Gennadius, 1889)",? Asia,"NA",0,yes,Out,"Roques, 2020"
Hemiptera,Aleyrodidae,"Ceraleurodicus varus (Bondar, 1928)",Neotropical Region,1939,0,no,In,"Roques, 2020"
Hemiptera,Aleyrodidae,"Crenidorsum aroidephagus Martin & Aguiar, 2001",C & S America,1998,0,yes,Out,"Roques, 2020"
Hemiptera,Aleyrodidae,"Dialeurodes citri (Ashmead, 1885)",Oriental Region,1945,0,yes,Out,"Roques, 2020"
Hemiptera,Aleyrodidae,"Dialeurodes kirkaldy (Kotinsky, 1907)",? New World,"NA",0,yes,Out,"Roques, 2020"
Hemiptera,Aleyrodidae,"Filicaleyrodes williamsi (Trehan, 1938)",? Tropical Africa,1938,0,no,In,"Roques, 2020"
Hemiptera,Aleyrodidae,"Lecanoideus floccissimus Martin et al., 1997",Neotropical Region,1994,0,yes,Out,"Roques, 2020"
Hemiptera,Aleyrodidae,"Massilieurodes chittendeni (Laing, 1928)",Northern Asia,1928,0,yes,Out,"Roques, 2020"
Hemiptera,Aleyrodidae,"Parabemisia myricae  (Kuwana, 1927)",Asia,1985,0,yes,Out,"Roques, 2020"
Hemiptera,Aleyrodidae,"Paraleyrodes bondari Peracchi, 1971",Neotropical Region,1995,0,yes,Out,"Roques, 2020"
Hemiptera,Aleyrodidae,"Paraleyrodes citricolus Costa Lima, 1928",Neotropical Region,1994,0,yes,Out,"Roques, 2020"
Hemiptera,Aleyrodidae,"Paraleyrodes minei Iccarino, 1990",Neotropical Region,1990,0,yes,Out,"Roques, 2020"
Hemiptera,Aleyrodidae,"Pealius azaleae (Baker & Moles, 1920)",Eastern Asia,1920,0,yes,Out,"Roques, 2020"
Hemiptera,Aleyrodidae,"Singhiella citrifolii (Morgan, 1893)",Asia tropical,1998,0,yes,Out,"Roques, 2020"
Hemiptera,Aleyrodidae,Singhiella simplex,Asia tropical,2014,0,yes,Out,"Roques, 2020"
Hemiptera,Aleyrodidae,"Trialeurodes packardi (Morrill, 1903)",Nearctic Region,1987,0,yes,Out,"Roques, 2020"
Hemiptera,Aleyrodidae,"Trialeurodes vaporariorum (Westwood, 1856)",North America,1856,0,yes,Out,"Roques, 2020"
Hemiptera,Anthocoridae,"Amphiareus constrictus (StÅ’l, 1860)",Cosmopolitan,2007,0,yes,Out,"Roques, 2020"
Hemiptera,Anthocoridae,"Amphiareus obscuriceps (Poppius, 1909)",East Palaearctic,1987,0,yes,Out,"Roques, 2020"
Hemiptera,Anthocoridae,"Buchananiella continua (White, 1880)",Pantropical,1880,0,yes,Out,"Roques, 2020"
Hemiptera,Anthocoridae,"Lyctocoris campestris (Fabricius, 1794)",West Palaearctic? Cosmopolitan,"NA",0,yes,Out,"Roques, 2020"
Hemiptera,Aphididae,Acyrthosiphon caraganae  Cholodkovsky 1908,Asia- Temperate,1907,0,yes,Out,"Roques, 2020"
Hemiptera,Aphididae,"Acyrthosiphon kondoi Shinji, 1938",Asia- Temperate,2004,0,yes,Out,"Roques, 2020"
Hemiptera,Aphididae,Acyrthosiphon primulae Theoblad 1913,Asia- Temperate,1913,0,yes,Out,"Roques, 2020"
Hemiptera,Aphididae,"Aloephagus myersi Essig, 1950",Africa,1937,0,yes,Out,"Roques, 2020"
Hemiptera,Aphididae,"Aphis catalpae Mamontova, 1953",Asia,"NA",0,yes,Out,"Roques, 2020"
Hemiptera,Aphididae,"Aphis forbesi Weed, 1889",North America,1928,0,yes,Out,"Roques, 2020"
Hemiptera,Aphididae,Aphis gossypii  Glover 1877,"Tropical, subtropical",1758,0,yes,Out,"Roques, 2020"
Hemiptera,Aphididae,Aphis illinoisensis  Shimer 1866,North America,2005,0,yes,Out,"Roques, 2020"
Hemiptera,Aphididae,Aphis lugentis,North America,2001,0,yes,Out,"Roques, 2020"
Hemiptera,Aphididae,Aphis oenotherae Oestlund 1887,North America,1972,0,yes,Out,"Roques, 2020"
Hemiptera,Aphididae,"Aphis spiraecola Patch, 1914",Asia- Temperate,1961,0,yes,Out,"Roques, 2020"
Hemiptera,Aphididae,"Aphis spiraephaga F.P. MÅ¸ller, 1961",Asia- Temperate,1955,0,yes,Out,"Roques, 2020"
Hemiptera,Aphididae,"Aphis spiraephila Patch, 1914",North America,1955,0,yes,Out,"Roques, 2020"
Hemiptera,Aphididae,"Aploneura ampelina (Mokrzecky, 1896)",central Asia,1935,0,yes,Out,"Roques, 2020"
Hemiptera,Aphididae,"Appendiseta robiniae (Gillette, 1907)",North America,1978,0,yes,Out,"Roques, 2020"
Hemiptera,Aphididae,"Brachycaudus rumexicolens (Patch, 1917)",North America,1953,0,yes,Out,"Roques, 2020"
Hemiptera,Aphididae,"Cerataphis brasiliensis (Hempel, 1901)",Asia- Tropical,1981,0,yes,Out,"Roques, 2020"
Hemiptera,Aphididae,"Cerataphis lataniae (Boisduval, 1867)",Asia- tropical,1867,0,yes,Out,"Roques, 2020"
Hemiptera,Aphididae,"Cerataphis orchidearum (Westwood, 1879)",Asia- Tropical,1906,0,no,In,"Roques, 2020"
Hemiptera,Aphididae,"Chaetosiphon fragaefolii (Cockerell, 1901)",North America,1912,0,yes,Out,"Roques, 2020"
Hemiptera,Aphididae,"Chaitophorus populifolii (Essig, 1912)",North America,1956,0,yes,Out,"Roques, 2020"
Hemiptera,Aphididae,Chaitophorus quinquemaculatus,Asia,1953,0,yes,Out,"Roques, 2020"
Hemiptera,Aphididae,"Chromaphis juglandicola (Kaltenbach, 1843)",Asia- Temperate,1758,0,yes,Out,"Roques, 2020"
Hemiptera,Aphididae,"Cinara cedri Mimeur, 1936",Africa,1974,0,yes,Out,"Roques, 2020"
Hemiptera,Aphididae,"Cinara curvipes (Patch, 1912)",North America,1999,0,yes,Out,"Roques, 2020"
Hemiptera,Aphididae,"Cinara laportei (RemaudiÂre, 1954)",Africa,1967,0,yes,Out,"Roques, 2020"
Hemiptera,Aphididae,"Drepanaphis acerifoliae (Thomas, 1878)",North America,1992,0,yes,Out,"Roques, 2020"
Hemiptera,Aphididae,Ericaphis scammelli  Mason 1940,North America,1964,0,yes,Out,"Roques, 2020"
Hemiptera,Aphididae,"Ericaphis wakibae (Hottes, 1934)",North America,1963,0,yes,Out,"Roques, 2020"
Hemiptera,Aphididae,"Eriosoma lanigerum (Hausmann, 1802)",North America,1787,0,yes,Out,"Roques, 2020"
Hemiptera,Aphididae,"Essigella californica (Essig, 1909)",North America,1988,0,yes,Out,"Roques, 2020"
Hemiptera,Aphididae,Greenidea ficicola Takahashi 1921,Asia- Tropical,2004,0,yes,Out,"Roques, 2020"
Hemiptera,Aphididae,"Hysteroneura setariae (Thomas, 1878)",North America,1982,0,yes,Out,"Roques, 2020"
Hemiptera,Aphididae,"Idiopterus nephrelepidis Davis, 1909","Tropical, subtropical",1915,0,yes,Out,"Roques, 2020"
Hemiptera,Aphididae,"Illinoia andromedae (MacGillivray, 1958)",North America,1960,0,yes,Out,"Roques, 2020"
Hemiptera,Aphididae,"Illinoia azaleae Mason, 1925",North America,1950,0,yes,Out,"Roques, 2020"
Hemiptera,Aphididae,"Illinoia goldamaryae (Knowlton, 1938)",North America,1960,0,yes,Out,"Roques, 2020"
Hemiptera,Aphididae,"Illinoia iriodendri (Monell, 1879)",North America,1998,0,yes,Out,"Roques, 2020"
Hemiptera,Aphididae,"Illinoia lambersi (MacGillivray, 1960)",North America,1971,0,yes,Out,"Roques, 2020"
Hemiptera,Aphididae,"Illinoia morrisoni (Swain, 1918)",North America,1960,0,yes,Out,"Roques, 2020"
Hemiptera,Aphididae,"Illinoia rhododendri (Wilson, 1918)]",North America,1939,0,yes,Out,"Roques, 2020"
Hemiptera,Aphididae,Impatientinum asiaticum Nevsky 1929,Asia- Temperate,1967,0,yes,Out,"Roques, 2020"
Hemiptera,Aphididae,"Iziphya flabella (Sanborn, 1904)",North America,1954,0,yes,Out,"Roques, 2020"
Hemiptera,Aphididae,"Macrosiphoniella sanborni (Gillette, 1908)",Asia- Temperate,1907,0,yes,Out,"Roques, 2020"
Hemiptera,Aphididae,"Macrosiphum albifrons Essig, 1911",North America,1981,0,yes,Out,"Roques, 2020"
Hemiptera,Aphididae,"Macrosiphum euphorbiae (Thomas, 1878)",North America,1917,0,yes,Out,"Roques, 2020"
Hemiptera,Aphididae,"Macrosiphum ptericolens Patch, 1919",North America,1972,0,yes,Out,"Roques, 2020"
Hemiptera,Aphididae,"Megoura lespedezae (Essig & Kuwana, 1918)",Asia- Temperate,1994,0,yes,Out,"Roques, 2020"
Hemiptera,Aphididae,"Melanaphis bambusae (Fullaway, 1910)",Asia- Temperate,1961,0,yes,Out,"Roques, 2020"
Hemiptera,Aphididae,"Melaphis rhois (Fitch, 1866)",North America,1902,0,yes,Out,"Roques, 2020"
Hemiptera,Aphididae,"Monellia caryella (Fitch, 1855)",North America,1985,0,yes,Out,"Roques, 2020"
Hemiptera,Aphididae,"Monelliopsis caryae (Monell ex Riley & Monell, 1879)",North America,1984,0,yes,Out,"Roques, 2020"
Hemiptera,Aphididae,"Monelliopsis pecanis Bissell, 1983",North America,1995,0,yes,Out,"Roques, 2020"
Hemiptera,Aphididae,"Myzaphis turanica Nevsky, 1929",Cryptogenic,1976,0,yes,Out,"Roques, 2020"
Hemiptera,Aphididae,"Myzocallis walshii (Monell ex Riley & Monell, 1879)",North America,1988,0,yes,Out,"Roques, 2020"
Hemiptera,Aphididae,"Myzus ascalonicus Doncaster, 1946",Asia- Temperate,1941,0,yes,Out,"Roques, 2020"
Hemiptera,Aphididae,"Myzus cymbalariae Stroyan, 1954",Cryptogenic,1950,0,yes,Out,"Roques, 2020"
Hemiptera,Aphididae,"Myzus hemerocallis Takahashi, 1921",Asia- Temperate,1990,0,yes,Out,"Roques, 2020"
Hemiptera,Aphididae,Myzus mumecola,Asia- Temperate,2016,0,yes,Out,"Roques, 2020"
Hemiptera,Aphididae,"Myzus ornatus Laing, 1932",Asia- Temperate,1932,0,yes,Out,"Roques, 2020"
Hemiptera,Aphididae,Myzus persicae Sulzer 1776,Cryptogenic,1758,0,yes,Out,"Roques, 2020"
Hemiptera,Aphididae,"Myzus varians Davidson, 1912",Asia- Temperate,1946,0,yes,Out,"Roques, 2020"
Hemiptera,Aphididae,"Nearctaphis bakeri (Cowen ex Gillette & Baker, 1895)",North America,1964,0,yes,Out,"Roques, 2020"
Hemiptera,Aphididae,Neomyzus circumflexus  Buckton 1876,Asia,1876,0,yes,Out,"Roques, 2020"
Hemiptera,Aphididae,"Neophyllaphis podocarpi Takahashi, 1920",Asia- Temperate,1989,0,yes,Out,"Roques, 2020"
Hemiptera,Aphididae,"Neotoxoptera formosana (Takahashi, 1921)",Asia,1994,0,yes,Out,"Roques, 2020"
Hemiptera,Aphididae,"Neotoxoptera oliveri (Essig, 1935)",Asia- Temperate,1959,0,yes,Out,"Roques, 2020"
Hemiptera,Aphididae,"Neotoxoptera violae (Pergande, 1900)",Asia- Temperate,1939,0,yes,Out,"Roques, 2020"
Hemiptera,Aphididae,"Panaphis juglandis (Goeze, 1778)",Asia,1758,0,yes,Out,"Roques, 2020"
Hemiptera,Aphididae,"Paoliella eastopi Hille Ris Lambers, 1973",Africa,2004,0,unknown,Out,"Roques, 2020"
Hemiptera,Aphididae,"Pemphigus populitransversus Riley ex Riley & Monell, 1879",North America,1966,0,yes,Out,"Roques, 2020"
Hemiptera,Aphididae,"Pentalonia nigronervosa Coquerel, 1859","Tropical, subtropical",1922,0,no,In,"Roques, 2020"
Hemiptera,Aphididae,"Periphyllus californiensis (Shinji, 1917)",Asia- Temperate,1932,0,yes,Out,"Roques, 2020"
Hemiptera,Aphididae,"Prociphilus fraxinifolii  Riley ex Riley & Monell, 1879",North America,2003,0,yes,Out,"Roques, 2020"
Hemiptera,Aphididae,"Pterochloroides persicae (Cholodkovsky, 1899)",Asia- Temperate,1975,0,yes,Out,"Roques, 2020"
Hemiptera,Aphididae,"Pterocomma pseudopopuleum Palmer, 1952",North America,2004,0,yes,Out,"Roques, 2020"
Hemiptera,Aphididae,Reticulaphis distylii vand der Goot 1917,Asia- Temperate,1998,0,yes,Out,"Roques, 2020"
Hemiptera,Aphididae,"Rhodobium porosum (Sanderson, 1900)","Tropical, subtropical",1934,0,yes,Out,"Roques, 2020"
Hemiptera,Aphididae,"Rhopalosiphoninus latysiphon (Davidson, 1912)",North America,1921,0,yes,Out,"Roques, 2020"
Hemiptera,Aphididae,"Rhopalosiphum insertum (Walker, 1849)",North America,1848,0,yes,Out,"Roques, 2020"
Hemiptera,Aphididae,"Rhopalosiphum maidis (Fitch, 1856)",Asia,1903,0,yes,Out,"Roques, 2020"
Hemiptera,Aphididae,"Rhopalosiphum rufiabdominale (Sasaki, 1899)",Asia- Temperate,1960,0,yes,Out,"Roques, 2020"
Hemiptera,Aphididae,"Sipha flava (Forbes, 1884)",North America,1979,0,yes,Out,"Roques, 2020"
Hemiptera,Aphididae,"Siphonatrophia cupressi Swain, 1918",North America,1999,0,yes,Out,"Roques, 2020"
Hemiptera,Aphididae,"Sitobion alopecuri (Takahashi, 1921)",Asia- Temperate,2004,0,yes,Out,"Roques, 2020"
Hemiptera,Aphididae,"Sitobion luteum (Buckton, 1876)",Cryptogenic,1875,0,no,In,"Roques, 2020"
Hemiptera,Aphididae,"Stomaphis mordvilkoi Hille Ris Lambers, 1933",Asia- Tropical,1980,0,yes,Out,"Roques, 2020"
Hemiptera,Aphididae,"Takecallis arundicolens (Clarke, 1903)",Asia- Temperate,1923,0,yes,Out,"Roques, 2020"
Hemiptera,Aphididae,"Takecallis arundinariae (Essig, 1917)",Asia- Temperate,1961,0,yes,Out,"Roques, 2020"
Hemiptera,Aphididae,"Takecallis taiwana (Takahashi, 1926)",Asia- Temperate,1923,0,yes,Out,"Roques, 2020"
Hemiptera,Aphididae,"Tinocallis kahawaluokalani (Kirkaldy, 1906)",Asia- Temperate,1984,0,yes,Out,"Roques, 2020"
