Order,Family,genus_species,Origin,year,Intentional_Release,In the wild,established_indoors_or_outdoors,source
Hemiptera,Ricaniidae,Ricania speculum,Asia,2014,0,yes,Out,"Roques, 2020"
Hemiptera,Saldidae,"Pentacora sphacelata (Uhler, 1877)",North America,1953,0,yes,Out,"Roques, 2020"
Hemiptera,Thaumastocoridae,"Thaumastocoris peregrinus Carpintero & Dellape, 2006",Australasia,2011,0,yes,Out,"Roques, 2020"
Hemiptera,Tingidae,Corythauma ayyari,Asia,2009,0,yes,Out,"Roques, 2020"
Hemiptera,Tingidae,"Corythucha arcuata (Say, 1832)",North America,2000,0,yes,Out,"Roques, 2020"
Hemiptera,Tingidae,"Corythucha ciliata (Say, 1832)",North America,1964,0,yes,Out,"Roques, 2020"
Hemiptera,Tingidae,"Leptodictya bambusae Drake, 1918",C & South America,2012,0,yes,Out,"Roques, 2020"
Hemiptera,Tingidae,Leptodictya tabida,C & South America,2007,0,yes,Out,"Roques, 2020"
Hemiptera,Tingidae,Pseudacysta perseae,C & S America,2014,0,yes,Out,"Roques, 2020"
Hemiptera,Tingidae,"Stephanitis lauri Rietschel, 2014",cryptogenic,2012,0,yes,Out,"Roques, 2020"
Hemiptera,Tingidae,"Stephanitis pyrioides (Scott, 1874)",Japan,1904,0,yes,Out,"Roques, 2020"
Hemiptera,Tingidae,"Stephanitis rhododendri Horvâ€¡th, 1905",North America,1900,0,yes,Out,"Roques, 2020"
Hemiptera,Tingidae,"Stephanitis takeyai Drake & Maa, 1955",Japan,1994,0,yes,Out,"Roques, 2020"
Hemiptera,Triozidae,"Trioza erythreae (Del Gercio, 1918)",Western Africa,1994,0,yes,Out,"Roques, 2020"
Hemiptera,Triozidae,"Trioza neglecta (Loginova, 1978)",South-western and Central Asia,1982,0,yes,Out,"Roques, 2020"
Hemiptera,Triozidae,"Trioza vitreoradiata (Maskell, 1879)",New Zealand,1993,0,yes,Out,"Roques, 2020"
Hymenoptera,Agaonidae,"Eupristina verticillata Waterston, 1921",Asia,1991,0,yes,Out,"Roques, 2020"
Hymenoptera,Agaonidae,"Josephiella microcarpae Beardsley & Rasplus, 2001",Asia,1997,0,yes,Out,"Roques, 2020"
Hymenoptera,Agaonidae,"Odontofroggatia galili Wiebes, 1980",Asia,1975,0,yes,Out,"Roques, 2020"
Hymenoptera,Agaonidae,"Platyscapa quadraticeps (Mayr, 1885)",Asia,1968,0,yes,Out,"Roques, 2020"
Hymenoptera,Aphelinidae,"Ablerus chionaspidis (Howard, 1914)",Asia,1972,1,yes,Out,"Roques, 2020"
Hymenoptera,Aphelinidae,"Ablerus clisiocampae (Ashmead, 1894)",Asia,1953,1,yes,Out,"Roques, 2020"
Hymenoptera,Aphelinidae,"Ablerus perspeciosus Girault, 1916",Asia,1972,1,yes,Out,"Roques, 2020"
Hymenoptera,Aphelinidae,"Aphelinus mali (Haldeman, 1851)",North America,1921,1,yes,Out,"Roques, 2020"
Hymenoptera,Aphelinidae,"Aphelinus semiflavus Howard, 1908",North America,1953,1,yes,Out,"Roques, 2020"
Hymenoptera,Aphelinidae,"Aphytis abnormis (Howard, 1881)",North America,1953,0,yes,Out,"Roques, 2020"
Hymenoptera,Aphelinidae,"Aphytis acrenulatus DeBach & Rosen, 1976",Africa,1994,0,yes,Out,"Roques, 2020"
Hymenoptera,Aphelinidae,"Aphytis chilensis Howard, 1900",South America,1910,1,yes,Out,"Roques, 2020"
Hymenoptera,Aphelinidae,"Aphytis coheni DeBach, 1960",Asia,1959,1,yes,Out,"Roques, 2020"
Hymenoptera,Aphelinidae,"Aphytis diaspidis (Howard, 1881)",North America,1952,1,yes,Out,"Roques, 2020"
Hymenoptera,Aphelinidae,"Aphytis holoxanthus DeBach, 1960",Asia,1959,1,yes,Out,"Roques, 2020"
Hymenoptera,Aphelinidae,"Aphytis lepidosaphes Compere, 1955",Asia,1961,1,yes,Out,"Roques, 2020"
Hymenoptera,Aphelinidae,"Aphytis lingnanensis Compere, 1955",Asia,1966,1,yes,Out,"Roques, 2020"
Hymenoptera,Aphelinidae,"Aphytis melinus DeBach, 1959",Asia,1966,1,yes,Out,"Roques, 2020"
Hymenoptera,Aphelinidae,"Aphytis mytilaspidis (Le Baron, 1870)",North America,1837,1,yes,Out,"Roques, 2020"
Hymenoptera,Aphelinidae,"Aphytis yanonensis DeBach &Rosen, 1982",Asia,1986,1,yes,Out,"Roques, 2020"
Hymenoptera,Aphelinidae,"Cales noacki Howard, 1907",C & S America,1970,1,yes,Out,"Roques, 2020"
Hymenoptera,Aphelinidae,"Centrodora speciosissima (Girault, 1911)",North America,1943,0,yes,Out,"Roques, 2020"
Hymenoptera,Aphelinidae,"Coccobius fulvus (Compere & Annecke, 1961)",North America,1986,1,yes,Out,"Roques, 2020"
Hymenoptera,Aphelinidae,"Coccophagoides murtfeldtae (Howard, 1894)",North America,1962,1,yes,Out,"Roques, 2020"
Hymenoptera,Aphelinidae,"Coccophagoides utilis Doutt, 1966",North America,1975,1,yes,Out,"Roques, 2020"
Hymenoptera,Aphelinidae,"Coccophagus bivittatus Compere, 1931",Africa,1960,0,yes,Out,"Roques, 2020"
Hymenoptera,Aphelinidae,"Coccophagus capensis Compere, 1931",Africa,1962,1,yes,Out,"Roques, 2020"
Hymenoptera,Aphelinidae,"Coccophagus ceroplastae (Howard, 1895)",Asia,1975,1,yes,Out,"Roques, 2020"
Hymenoptera,Aphelinidae,"Coccophagus cowperi Girault, 1917",Africa,1963,1,yes,Out,"Roques, 2020"
Hymenoptera,Aphelinidae,"Coccophagus flavoscutellum Ashmead, 1881",North America,1962,0,yes,Out,"Roques, 2020"
Hymenoptera,Aphelinidae,"Coccophagus gossypariae Gahan, 1927",North America,1990,0,yes,Out,"Roques, 2020"
Hymenoptera,Aphelinidae,"Coccophagus gurneyi Compere, 1929",Asia,1973,1,yes,Out,"Roques, 2020"
Hymenoptera,Aphelinidae,"Coccophagus matsuyamensis Ishihara, 1977",Asia,1979,0,yes,Out,"Roques, 2020"
Hymenoptera,Aphelinidae,"Coccophagus saissetiae (Annecke & Mynhardt,1979)",Africa,1978,1,yes,Out,"Roques, 2020"
Hymenoptera,Aphelinidae,"Coccophagus scutellaris (Dalman, 1825)",Cryptogenic,1826,1,yes,Out,"Roques, 2020"
Hymenoptera,Aphelinidae,"Coccophagus silvestrii Compere, 1931",Asia- Temperate,1972,0,yes,Out,"Roques, 2020"
Hymenoptera,Aphelinidae,"Coccophagus varius (Silvestri, 1915)",Africa,1983,1,yes,Out,"Roques, 2020"
Hymenoptera,Aphelinidae,"Encarsia acaudaleyrodis Hayat, 1976",Asia,1999,0,no,In,"Roques, 2020"
Hymenoptera,Aphelinidae,"Encarsia aurantii (Howard, 1894)",North America,1941,1,yes,Out,"Roques, 2020"
Hymenoptera,Aphelinidae,"Encarsia azimi Hayat, 1986",Asia,1996,0,yes,Out,"Roques, 2020"
Hymenoptera,Aphelinidae,"Encarsia berlesei (Howard, 1906)",Asia,1906,1,yes,Out,"Roques, 2020"
Hymenoptera,Aphelinidae,"Encarsia citrina (Craw, 1891)",Cryptogenic,1914,1,no,In,"Roques, 2020"
Hymenoptera,Aphelinidae,"Encarsia diaspidicola (Silvestri, 1909)",Asia,1962,1,yes,Out,"Roques, 2020"
Hymenoptera,Aphelinidae,"Encarsia fasciata (Malenotti, 1917)",Cryptogenic,1917,1,yes,Out,"Roques, 2020"
Hymenoptera,Aphelinidae,"Encarsia formosa (Gahan, 1924)",C & S America,1964,1,yes,Out,"Roques, 2020"
Hymenoptera,Aphelinidae,"Encarsia guadeloupae Viggiani, 1987",C & S America,2000,0,yes,Out,"Roques, 2020"
Hymenoptera,Aphelinidae,"Encarsia herndoni (Girault, 1935)",Asia,1987,1,yes,Out,"Roques, 2020"
Hymenoptera,Aphelinidae,"Encarsia hispida De Santis, 1948",South America,1992,0,yes,Out,"Roques, 2020"
Hymenoptera,Aphelinidae,"Encarsia inquirenda (Silvestri, 1930)",Asia- Temperate,1979,1,yes,Out,"Roques, 2020"
Hymenoptera,Aphelinidae,"Encarsia lahorensis (Howard, 1911)",Asia,1973,1,yes,Out,"Roques, 2020"
Hymenoptera,Aphelinidae,"Encarsia lounsburyi (Berlese & Paoli, 1916)",Africa,1922,1,yes,Out,"Roques, 2020"
Hymenoptera,Aphelinidae,"Encarsia meritoria Gahan, 1927",North America,1990,0,yes,Out,"Roques, 2020"
Hymenoptera,Aphelinidae,"Encarsia pergandiella Howard, 1907",Asia?,1978,1,yes,Out,"Roques, 2020"
Hymenoptera,Aphelinidae,"Encarsia perniciosi (Tower, 1913)",Asia,1946,1,yes,Out,"Roques, 2020"
Hymenoptera,Aphelinidae,"Encarsia porteri (Mercet, 1928)",South America,1993,0,yes,Out,"Roques, 2020"
Hymenoptera,Aphelinidae,"Encarsia protransvena Viggiani, 1985",North America,1998,0,yes,Out,"Roques, 2020"
Hymenoptera,Aphelinidae,"Encarsia sophia (Girault & Dodd,1915)",Asia,1992,1,yes,Out,"Roques, 2020"
Hymenoptera,Aphelinidae,"Eretmocerus californicus Howard, 1895",North America,1987,1,yes,Out,"Roques, 2020"
Hymenoptera,Aphelinidae,"Eretmocerus corni Haldeman, 1850",North America,1963,0,yes,Out,"Roques, 2020"
Hymenoptera,Aphelinidae,"Eretmocerus debachi Rose & Rosen, 1992",North America,1991,1,yes,Out,"Roques, 2020"
Hymenoptera,Aphelinidae,"Eretmocerus eremicus Rose & Zolnerowich, 1997",North America,1994,1,yes,Out,"Roques, 2020"
Hymenoptera,Aphelinidae,"Eretmocerus haldemani Howard, 1908",Asia,1968,1,yes,Out,"Roques, 2020"
Hymenoptera,Aphelinidae,"Eretmocerus paulistus Hempel, 1904",North America,1970,1,yes,Out,"Roques, 2020"
Hymenoptera,Aphelinidae,"Marietta carnesi (Howard, 1910)",Asia,1987,0,yes,Out,"Roques, 2020"
Hymenoptera,Aphelinidae,"Pteroptrix chinensis (Howard, 1907)",Asia,1974,1,yes,Out,"Roques, 2020"
Hymenoptera,Aphelinidae,"Pteroptrix orientalis (Silvestri, 1909)",Asia,1909,1,yes,Out,"Roques, 2020"
Hymenoptera,Aphelinidae,Pteroptrix smithi (Compere 1953),Asia,1968,1,yes,Out,"Roques, 2020"
Hymenoptera,Argidae,Aproceros leucopoda Takeuchi,Asia-Temperate,2003,0,yes,Out,"Roques, 2020"
Hymenoptera,Bethylidae,"Cephalonomia waterstoni Gahan, 1931",Cryptogenic,"NA",0,yes,Out,"Roques, 2020"
Hymenoptera,Bethylidae,"Holepyris sylvanidis (BrÂthes, 1913)",Cryptogenic,1978,0,yes,Out,"Roques, 2020"
Hymenoptera,Bethylidae,"Laelius utilis Cockerell, 1920",North America,1990,0,yes,Out,"Roques, 2020"
Hymenoptera,Bethylidae,"Plastanoxus laevis (Ashmead, 1893)",North America,1999,0,yes,Out,"Roques, 2020"
Hymenoptera,Braconidae,"Aphidius colemani Viereck, 1912",Asia- Temperate,1965,1,yes,Out,"Roques, 2020"
Hymenoptera,Braconidae,"Aphidius smithi Sharma & Subba Rao, 1959",Asia- Temperate,1960,1,yes,Out,"Roques, 2020"
Hymenoptera,Braconidae,"Cotesia hyphantriae (Riley, 1887)",North America,1953,1,yes,Out,"Roques, 2020"
Hymenoptera,Braconidae,"Cotesia marginiventris (Cresson,1865)",North America,1993,1,no,In,"Roques, 2020"
Hymenoptera,Braconidae,"Diachasmimorpha fullawayi (Silvestri, 1912)",Africa,1978,1,yes,Out,"Roques, 2020"
Hymenoptera,Braconidae,"Diachasmimorpha tryoni (Cameron, 1911)",Australasia,1932,1,yes,Out,"Roques, 2020"
Hymenoptera,Braconidae,"Heterospilus cephi Rohwer, 1925",North America,1978,0,yes,Out,"Roques, 2020"
Hymenoptera,Braconidae,Hymenochaonia delicata (Cresson 1872),North America,1933,1,yes,Out,"Roques, 2020"
Hymenoptera,Braconidae,"Lysiphlebus testaceipes (Cresson, 1880)",Cryptogenic,1965,1,yes,Out,"Roques, 2020"
Hymenoptera,Braconidae,"Macrocentrus ancylivorus (Rohwer, 1923)",North America,1930,1,yes,Out,"Roques, 2020"
Hymenoptera,Braconidae,"Microgaster pantographae Muesebeck, 1922",North America,1978,0,yes,Out,"Roques, 2020"
Hymenoptera,Braconidae,"Opius dimidiatus Ashmead, 1889",North America,1986,0,yes,Out,"Roques, 2020"
Hymenoptera,Braconidae,Pauesia cedrobii Star_ & Leclant 1977,Africa,1987,1,yes,Out,"Roques, 2020"
Hymenoptera,Braconidae,"Pauesia unilachni (Gahan, 1927)",Asia,1930,0,yes,Out,"Roques, 2020"
Hymenoptera,Braconidae,"Perilitus vittatae (Muesebeck, 1936)",North America,2008,0,yes,Out,"Roques, 2020"
Hymenoptera,Braconidae,"Psyttalia concolor (SzÅ½pligeti, 1910)",Africa,1914,1,yes,Out,"Roques, 2020"
Hymenoptera,Ceraphronidae,"Aphanogmus bicolor Ashmead, 1893",North America,"NA",0,yes,Out,"Roques, 2020"
Hymenoptera,Chalcididae,"Dirhinus giffardii Silvestri,1913",Africa,1912,1,yes,Out,"Roques, 2020"
Hymenoptera,Cynipidae,"Dryocosmus kuriphilus Yasumatsu, 1951",Asia- Temperate,2002,0,yes,Out,"Roques, 2020"
Hymenoptera,Dryinidae,"Neodryinus typhlocybae (Ashmead, 1893)",North America,1994,1,yes,Out,"Roques, 2020"
Hymenoptera,Encyrtidae,"Adelencyrtus aulacaspidis (BrÂthes, 1914)",South America,1930,0,yes,Out,"Roques, 2020"
Hymenoptera,Encyrtidae,"Aenasius flandersi Kerrich, 1967",South America,1999,1,yes,Out,"Roques, 2020"
Hymenoptera,Encyrtidae,"Ageniaspis citricola Logvinovskaya, 1983",Asia?,1966,1,yes,Out,"Roques, 2020"
Hymenoptera,Encyrtidae,"Aloencyrtus saissetiae (Compere,1939)",Africa,1987,1,yes,Out,"Roques, 2020"
Hymenoptera,Encyrtidae,"Anagyrus agraensis Saraswat,1975",Asia,1987,1,yes,Out,"Roques, 2020"
Hymenoptera,Encyrtidae,"Anagyrus fusciventris (Girault, 1915)",Australasia,1983,1,no,In,"Roques, 2020"
Hymenoptera,Encyrtidae,"Anagyrus sawadai Ishii,1928",Asia,1996,1,yes,Out,"Roques, 2020"
Hymenoptera,Encyrtidae,"Anagyrus subflaviceps (Girault, 1915)",Australasia,1994,1,yes,Out,"Roques, 2020"
Hymenoptera,Encyrtidae,"Anicetus annulatus Timberlake, 1919",North America,1977,0,yes,Out,"Roques, 2020"
Hymenoptera,Encyrtidae,"Anicetus ceroplastis Ishii,1928",Asia,1989,1,yes,Out,"Roques, 2020"
Hymenoptera,Encyrtidae,"Anthemus hilli Dodd, 1917",Australasia,1954,1,yes,Out,"Roques, 2020"
Hymenoptera,Encyrtidae,"Avetianella longoi Siscaro, 1992",Australasia,1990,0,yes,Out,"Roques, 2020"
Hymenoptera,Encyrtidae,"Bothriophryne fuscicornis Compere, 1939",Africa,1972,0,yes,Out,"Roques, 2020"
Hymenoptera,Encyrtidae,Chrysoplatycerus splendens (Howard 1888),"Mexico, Trinidad",2007,0,yes,Out,"Roques, 2020"
Hymenoptera,Encyrtidae,"Clausenia purpurea Ishii,1923",Asia,1974,1,yes,Out,"Roques, 2020"
Hymenoptera,Encyrtidae,"Coccidencyrtus malloi Blanchard, 1964",South America,1999,1,no,In,"Roques, 2020"
Hymenoptera,Encyrtidae,"Coccidoxenoides perminutus Girault, 1915",Asia,1956,1,yes,Out,"Roques, 2020"
Hymenoptera,Encyrtidae,"Comperia merceti (Compere, 1938)",South America,1988,0,yes,Out,"Roques, 2020"
Hymenoptera,Encyrtidae,"Comperiella bifasciata Howard, 1906",Asia,1990,1,yes,Out,"Roques, 2020"
Hymenoptera,Encyrtidae,"Comperiella lemniscata Compere & Annecke,1961",Asia,1989,1,yes,Out,"Roques, 2020"
Hymenoptera,Encyrtidae,"Copidosoma floridanum (Ashmead, 1900)",North America,1920,0,yes,Out,"Roques, 2020"
Hymenoptera,Encyrtidae,"Copidosoma koehleri Blanchard, 1940",C & S America,1994,1,yes,Out,"Roques, 2020"
Hymenoptera,Encyrtidae,"Diversinervus cervantesi (Girault,1933)",Asia,1982,1,yes,Out,"Roques, 2020"
Hymenoptera,Encyrtidae,"Diversinervus elegans Silvestri, 1915",Africa,1977,1,yes,Out,"Roques, 2020"
Hymenoptera,Encyrtidae,"Encyrtus fuscus (Howard, 1881)",North America,1901,1,yes,Out,"Roques, 2020"
Hymenoptera,Encyrtidae,"Encyrtus infelix (Embleton, 1902)",Africa,1901,1,yes,Out,"Roques, 2020"
Hymenoptera,Encyrtidae,"Leptomastix dactylopii Howard, 1885",Africa,1959,1,yes,Out,"Roques, 2020"
Hymenoptera,Encyrtidae,"Metaphycus angustifrons Compere,1957",Asia,1988,1,yes,Out,"Roques, 2020"
Hymenoptera,Encyrtidae,"Metaphycus anneckei Guerrieri & Noyes, 2000",Africa,1973,1,yes,Out,"Roques, 2020"
Hymenoptera,Encyrtidae,"Metaphycus flavus (Howard, 1881)",North America,1915,1,yes,Out,"Roques, 2020"
Hymenoptera,Encyrtidae,"Metaphycus galbus Annecke, 1964",Africa,1993,0,yes,Out,"Roques, 2020"
Hymenoptera,Encyrtidae,"Metaphycus helvolus (Compere, 1926)",Africa,1978,1,no,In,"Roques, 2020"
Hymenoptera,Encyrtidae,"Metaphycus inviscus Compere,1940",Africa,1987,1,yes,Out,"Roques, 2020"
Hymenoptera,Encyrtidae,"Metaphycus lounsburyi (Howard, 1898)",Africa,1973,1,yes,Out,"Roques, 2020"
Hymenoptera,Encyrtidae,"Metaphycus luteolus (Timberlake, 1916)",North America,1989,1,yes,Out,"Roques, 2020"
Hymenoptera,Encyrtidae,"Metaphycus maculipennis (Timberlake, 1916)",North America,1988,0,yes,Out,"Roques, 2020"
Hymenoptera,Encyrtidae,"Metaphycus orientalis (Compere, 1924)",Asia,1989,0,yes,Out,"Roques, 2020"
Hymenoptera,Encyrtidae,"Metaphycus stanleyi Compere, 1940",Africa,1960,1,yes,Out,"Roques, 2020"
Hymenoptera,Encyrtidae,"Metaphycus swirskii Annecke & Mynhardt, 1979",Africa,1976,1,yes,Out,"Roques, 2020"
Hymenoptera,Encyrtidae,"Microterys clauseni Compere,1926",Asia,1987,1,yes,Out,"Roques, 2020"
Hymenoptera,Encyrtidae,"Microterys nietneri (Motschulsky, 1859)",Asia,1989,1,yes,Out,"Roques, 2020"
Hymenoptera,Encyrtidae,"Microterys speciosus Ishii,1923",Asia,1987,1,yes,Out,"Roques, 2020"
Hymenoptera,Encyrtidae,"Neodusmetia sangwani (Subba Rao,1957)",Asia,1974,1,yes,Out,"Roques, 2020"
Hymenoptera,Encyrtidae,"Ooencyrtus kuwanae (Howard, 1910)",Asia Temperate,1932,1,yes,Out,"Roques, 2020"
Hymenoptera,Encyrtidae,"Plagiomerus diaspidis Crawford, 1910",North America,1994,0,yes,Out,"Roques, 2020"
Hymenoptera,Encyrtidae,"Prochiloneurus pulchellus Silvestri, 1915",Africa,1966,0,yes,Out,"Roques, 2020"
Hymenoptera,Encyrtidae,"Pseudaphycus angelicus (Howard, 1898)","Tropical, subtropical",1964,1,yes,Out,"Roques, 2020"
Hymenoptera,Encyrtidae,"Pseudaphycus malinus Gahan,1946",Asia- Temperate,1998,1,yes,Out,"Roques, 2020"
Hymenoptera,Encyrtidae,"Pseudectroma signatum (Prinsloo,1982)",Africa,1986,1,yes,Out,"Roques, 2020"
Hymenoptera,Encyrtidae,Psyllaephagus bliteus Riek,Australasia,2011,0,yes,Out,"Roques, 2020"
Hymenoptera,Encyrtidae,"Psyllaephagus pilosus Noyes, 1988",Australasia,1997,1,yes,Out,"Roques, 2020"
Hymenoptera,Encyrtidae,"Rhopus nigroclavatus (Ashmead, 1902)",North America,1978,0,yes,Out,"Roques, 2020"
Hymenoptera,Encyrtidae,"Tachinaephagus zealandicus Ashmead, 1904",Australasia,2002,0,yes,Out,"Roques, 2020"
Hymenoptera,Encyrtidae,"Tetracnemoidea brevicornis (Girault, 1915)",Australasia,1987,1,yes,Out,"Roques, 2020"
Hymenoptera,Encyrtidae,"Tetranecmoidea peregrina (Compere, 1939)",C & S America,1994,1,yes,Out,"Roques, 2020"
Hymenoptera,Encyrtidae,"Tineophoctonus armatus (Ashmead, 1888)",North America,1963,0,yes,Out,"Roques, 2020"
Hymenoptera,Encyrtidae,"Zarhopalus sheldoni Ashmead, 1900",North America,1945,1,no,In,"Roques, 2020"
Hymenoptera,Eulophidae,"Aceratoneuromyia indica (Silvestri, 1910)",Australasia,1974,1,yes,Out,"Roques, 2020"
Hymenoptera,Eulophidae,"Aprostocetus ceroplastae (Girault, 1916)",Africa,1962,0,yes,Out,"Roques, 2020"
Hymenoptera,Eulophidae,"Aprostocetus diplosidis Crawford, 1907",North America,1964,1,yes,Out,"Roques, 2020"
Hymenoptera,Eulophidae,"Aprostocetus microcosmus (Girault, 1917)",North America,1977,0,yes,Out,"Roques, 2020"
Hymenoptera,Eulophidae,"Aprostocetus sicarius (Silvestri, 1915)",Africa,1962,1,yes,Out,"Roques, 2020"
Hymenoptera,Eulophidae,"Astichus trifasciatipennis (Girault, 1913)",Australasia,1989,0,yes,Out,"Roques, 2020"
Hymenoptera,Eulophidae,"Ceranisus americensis (Girault, 1917)",North America,1994,1,yes,Out,"Roques, 2020"
Hymenoptera,Eulophidae,"Ceranisus russelli (Crawford, 1911)",North America,1954,0,yes,Out,"Roques, 2020"
Hymenoptera,Eulophidae,"Chaenotetrastichus semiflavus (Girault, 1917)",North America,1995,0,yes,Out,"Roques, 2020"
Hymenoptera,Eulophidae,"Chouioia cunea Yang, 1989",Asia,1990,1,yes,Out,"Roques, 2020"
Hymenoptera,Eulophidae,"Chrysocharis ainsliei Crawford, 1912",North America,1984,0,yes,Out,"Roques, 2020"
Hymenoptera,Eulophidae,"Chrysocharis oscinidis Ashmead, 1888",North America,1984,1,yes,Out,"Roques, 2020"
Hymenoptera,Eulophidae,"Cirrospilus ingenuus Gahan,1932",Asia,1994,1,yes,Out,"Roques, 2020"
Hymenoptera,Eulophidae,"Citrostichus phyllocnistoides (Narayanan, 1960)",Asia,1995,1,yes,Out,"Roques, 2020"
Hymenoptera,Eulophidae,"Closterocerus chamaeleon (Girault, 1922)",Australasia,2005,1,yes,Out,"Roques, 2020"
Hymenoptera,Eulophidae,"Closterocerus cinctipennis Ashmead, 1888",North America,1971,1,yes,Out,"Roques, 2020"
Hymenoptera,Eulophidae,"Diglyphus begini (Ashmead, 1904)",North America,1988,0,yes,Out,"Roques, 2020"
Hymenoptera,Eulophidae,"Edovum puttleri Grissell, 1981",C & S America,1985,1,yes,Out,"Roques, 2020"
Hymenoptera,Eulophidae,"Elachertus cidariae (Ashmead, 1898)",North America,1962,1,yes,Out,"Roques, 2020"
Hymenoptera,Eulophidae,Epichrysocharis burwelli Schauff,Australia,2015,0,yes,Out,"Roques, 2020"
Hymenoptera,Eulophidae,"Euderus cavasolae (Silvestri, 1914)",Africa,1954,1,yes,Out,"Roques, 2020"
Hymenoptera,Eulophidae,"Galeopsomyia fausta LaSalle, 1997",C & S America,1999,1,yes,Out,"Roques, 2020"
Hymenoptera,Eulophidae,"Goetheana shakespearei Girault, 1920",Australasia,1992,1,yes,Out,"Roques, 2020"
Hymenoptera,Eulophidae,"Hyssopus thymus Girault, 1916",North America,1970,1,yes,Out,"Roques, 2020"
Hymenoptera,Eulophidae,"Leptocybe invasa Fisher & LaSalle, 2004",Australasia,2003,0,yes,Out,"Roques, 2020"
Hymenoptera,Eulophidae,Ophelimus maskelli (Ashmead),Australasia,2000,0,yes,Out,"Roques, 2020"
Hymenoptera,Eulophidae,"Pediobius phyllotretae (Riley, 1884)",North America,1944,0,yes,Out,"Roques, 2020"
Hymenoptera,Eulophidae,"Quadrastichodella nova Girault, 1922",Australasia,1968,0,yes,Out,"Roques, 2020"
Hymenoptera,Eulophidae,Quadrastichus mendeli,Australia,2013,0,yes,Out,"Roques, 2020"
Hymenoptera,Eulophidae,"Semielacher petiolata (Girault, 1915)",Australasia,1995,1,yes,Out,"Roques, 2020"
Hymenoptera,Eulophidae,"Tetrastichomyia clisiocampae (Ashmead, 1894)",North America,1966,0,yes,Out,"Roques, 2020"
Hymenoptera,Eulophidae,"Thripobius javae (Girault, 1917)",Asia,1995,1,no,In,"Roques, 2020"
Hymenoptera,Eupelmidae,"Anastatus japonicus Ashmead, 1904",Asia,1920,1,yes,Out,"Roques, 2020"
Hymenoptera,Eupelmidae,"Anastatus tenuipes Bolivar & Pieltain, 1925",Africa,1999,1,yes,Out,"Roques, 2020"
Hymenoptera,Eupelmidae,"Eupelmus afer Silvestri, 1914",Africa,1974,0,yes,Out,"Roques, 2020"
Hymenoptera,Eupelmidae,"Eupelmus australiensis (Girault, 1913)",Australasia,1964,0,yes,Out,"Roques, 2020"
Hymenoptera,Eupelmidae,"Eupelmus longicorpus Girault, 1915",Australasia,1987,0,yes,Out,"Roques, 2020"
Hymenoptera,Eurytomidae,"Bruchophagus sophorae Crosby & Crosby, 1929",Asia,1960,0,yes,Out,"Roques, 2020"
Hymenoptera,Eurytomidae,"Eurytoma aloineae (Burks, 1958)",Africa,1957,0,no,In,"Roques, 2020"
Hymenoptera,Eurytomidae,"Eurytoma orchidearum (Westwood, 1869)",North America,1962,0,no,In,"Roques, 2020"
Hymenoptera,Eurytomidae,"Eurytoma plotnikovi Nikol'skaya, 1934",North America,1998,0,yes,Out,"Roques, 2020"
Hymenoptera,Eurytomidae,"Prodecatoma cooki (Howard, 1896)",North America,1886,0,yes,Out,"Roques, 2020"
Hymenoptera,Eurytomidae,"Tetramesa albomaculatum (Ashmead, 1894)",North America,1977,0,yes,Out,"Roques, 2020"
Hymenoptera,Eurytomidae,"Tetramesa maderae (Walker, 1849)",North America,1870,0,yes,Out,"Roques, 2020"
Hymenoptera,Eurytomidae,"Tetramesa swezeyi (Phillips & Poos, 1922)",Unknown,1977,0,yes,Out,"Roques, 2020"
Hymenoptera,Figitidae,"Aganaspis daci (Weld, 1951)",Africa,1970,0,yes,Out,"Roques, 2020"
Hymenoptera,Formicidae,"Brachymyrmex heeri Forel, 1874",C & S America,1874,0,no,In,"Roques, 2020"
Hymenoptera,Formicidae,"Cardiocondyla emeryi Forel, 1881",Africa,1894,0,yes,Out,"Roques, 2020"
Hymenoptera,Formicidae,"Cardiocondyla mauritanica Forel, 1890",Africa,1981,0,yes,Out,"Roques, 2020"
Hymenoptera,Formicidae,"Cardiocondyla obscurior (Wheeler, 1929)",Africa,1930,0,yes,Out,"Roques, 2020"
Hymenoptera,Formicidae,"Cardiocondyla wroughtoni (Forel, 1890)",Asia,1982,0,yes,Out,"Roques, 2020"
Hymenoptera,Formicidae,"Crematogaster brevispinosa Mayr, 1870",C & S America,1935,0,no,In,"Roques, 2020"
Hymenoptera,Formicidae,"Hypoponera ergatandria (Forel, 1893)",C & S America,1952,0,yes,Out,"Roques, 2020"
Hymenoptera,Formicidae,"Hypoponera punctatissima (Roger, 1859)","Tropical, subtropical",1847,0,yes,Out,"Roques, 2020"
Hymenoptera,Formicidae,"Lasius neglectus Van Loon, Boomsma & Andrasfalvy, 1990",Asia- Temperate,1973,0,yes,Out,"Roques, 2020"
Hymenoptera,Formicidae,"Lasius turcicus Sanctchi, 1921",Asia- Temperate,1970,0,yes,Out,"Roques, 2020"
Hymenoptera,Formicidae,"Linepithema humile (Mayer, 1868)",C & S America,1847,0,yes,Out,"Roques, 2020"
Hymenoptera,Formicidae,"Linepithema leucomelas Emery, 1894",C & S America,1955,0,no,In,"Roques, 2020"
Hymenoptera,Formicidae,"Monomorium andrei Saunders, 1890",Africa,1924,0,yes,Out,"Roques, 2020"
