order,family,genus,species,genus.species,original.species.name,name.changed...1.yes..0..no.,tsn,rank,year,super.family,town,NZ.region,nz.area.code,origin,ecozone,current.distribution.cosmopolitan.,phagy,phagy.main,feeding.type,feeding.main,size.mm.,comment,eradicated,Intentional_Release,source,vagrant
Coleoptera,Latridiidae,Cortinicara,hirtalis,Cortinicara hirtalis,Cortinicara hirtalis,0,NA,Species,1970,Cucujoidea,Auckland,Auckland,AK,Australia,Australasia,No,polyphagous,Polyphagous,mycophagous,Mycophagous,2,NA,NA,NA,"Edney-Browne, 2018",NA
Coleoptera,Latridiidae,Cortinicara,meridianus,Cortinicara meridianus,Cortinicara meridiana,1,NA,Species,1956,Cucujoidea,Coromandel,Waikato,CL,Australia,Australasia,No,polyphagous,Polyphagous,mycophagous,Mycophagous,1.8,NA,NA,NA,"Edney-Browne, 2018",NA
Diptera,Chironomidae,Corynoneura,scutellata,Corynoneura scutellata,Corynoneura scutellata,0,128569,Species,NA,Nematocera,NA,NA,NA,NA,Palearctic,No,polyphagous,Polyphagous,detritivore,Other,0.9,NA,NA,NA,"Edney-Browne, 2018",NA
Diptera,Sciaridae,Corynoptera,NA,Corynoptera fatigans,NA,NA,NA,Species,1992,NA,NA,North Island,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA
Lepidoptera,Carposinidae,Coscinoptycha,improbana,Coscinoptycha improbana,Coscinoptycha improbana,0,NA,Species,1999,Copromorphoidea,Northland,Northland,ND,Australia,Australasia,No,polyphagous,Polyphagous,herbivore,Herbivore,12,NA,NA,NA,"Edney-Browne, 2018",NA
Lepidoptera,Noctuidae,Cosmodes,elegans,Cosmodes elegans,Cosmodes elegans,0,NA,Species,1922,NA,Nelson,Nelson- Tasman,NN,Australia,Australasia,No,polyphagous,Polyphagous,herbivore,Herbivore,40,NA,NA,NA,"Edney-Browne, 2018",NA
Hymenoptera,Braconidae,Cotesia,ruficrus,Cotesia ruficrus,Cotesia ruficrus,0,NA,Species,1921,NA,Nelson,Nelson- Tasman,NN,NA,NA,NA,monophagous,Monophagous,parasitoid,Parasitoid,3,NA,NA,NA,"Edney-Browne, 2018",NA
Coleoptera,Staphylinidae,Crataraea,suturalis,Crataraea suturalis,Crataraea suturalis,0,725405,Species,1941,Staphylinoidea,Timaru,Canterbury,SC,Europe,Palearctic,Yes,NA,NA,NA,NA,2.5,NA,NA,NA,"Edney-Browne, 2018",NA
Hemiptera,Psyllidae,Creiis,lituratus,Creiis lituratus,Creiis lituratus,0,NA,Species,2002,Psylloidea,Auckland,Auckland,AK,Australia,Australasia,No,g-oligophagous,Oligophagous,herbivore,Herbivore,NA,NA,NA,NA,"Edney-Browne, 2018",NA
Coleoptera,Staphylinidae,Creophilus,oculatus,Creophilus oculatus,Creophilus oculatus,0,NA,Species,1940,Staphylinoidea,Auckland,Auckland,AK,Australia,Australasia,No,polyphagous,Polyphagous,saprophagous,Saprophagous,17,NA,NA,NA,"Edney-Browne, 2018",NA
Coleoptera,Curculionidae,Cryphalus,wapleri,Cryphalus wapleri,Cryphalus wapleri,0,NA,Species,1946,Curculionoidea,Kerikeri,Northland,ND,Australia,Australasia,No,oligophagous,Oligophagous,herbivore,Herbivore,1.5,NA,NA,NA,"Edney-Browne, 2018",NA
Coleoptera,Silvanidae,Cryptamorpha,desjardinsii,Cryptamorpha desjardinsii,Cryptamorpha desjardinsi,1,705821,Species,1870,Cucujoidea,>1 1st location,NA,NA,Tropical Asia,Oriental,Yes,polyphagous,Polyphagous,stored products,Stored products,4.5,NA,NA,NA,"Edney-Browne, 2018",NA
Hymenoptera,Encyrtidae,Cryptanusia,aureiscutellum,Cryptanusia aureiscutellum,Cryptanusia aureiscutellum,0,NA,Species,NA,NA,NA,NA,NA,Australia,Australasia,No,f-oligophagous,Oligophagous,parasitoid,Parasitoid,NA,NA,NA,NA,"Edney-Browne, 2018",NA
Coleoptera,Nitidulidae,Cryptarcha,nitidisssima,Cryptarcha nitidissima,Cryptarcha nitidisssima,0,NA,Species,2008,Cucujoidea,Auckland,Auckland,AK,NA,NA,NA,oligophagous,Oligophagous,herbivore,Herbivore,NA,NA,NA,NA,"Edney-Browne, 2018",NA
Hymenoptera,Pompilidae,Cryptocheilus,australis,Cryptocheilus australis,Cryptocheilus australis,0,NA,Species,1963,NA,Tokerau Bay,Northland,ND,Australia,Australasia,No,o-oligophagous,Oligophagous,predator,Predator,20,NA,NA,NA,"Edney-Browne, 2018",NA
Coleoptera,Cucujidae,Cryptolestes,capensis,Cryptolestes capensis,Cryptolestes capensis,0,705936,Species,1942,Cucujoidea,Nelson,Nelson- Tasman,NN,Europe & N. Africa,Palearctic,Yes,polyphagous,Polyphagous,herbivore,Herbivore,2,NA,NA,NA,"Edney-Browne, 2018",NA
Hemiptera,Psyllidae,Cryptoneossa,triangula,Cryptoneossa triangula,Cryptoneossa triangula,0,NA,Species,1996,Psylloidea,Auckland,Auckland,AK,Australia,Australasia,No,g-oligophagous,Oligophagous,herbivore,Herbivore,1,NA,NA,NA,"Edney-Browne, 2018",NA
Coleoptera,Cryptophagidae,Cryptophagus,pilosus,Cryptophagus pilosus,Cryptophagus pilosus,0,899383,Species,1941,Cucujoidea,Morrinsville,Waikato,WO,N. America & Europe,Holarctic,Yes,NA,NA,herbivore,Herbivore,2.5,NA,NA,NA,"Edney-Browne, 2018",NA
Coleoptera,Erotylidae,Cryptophilus,integer,Cryptophilus integer,Cryptophilus integer,0,186929,Species,2000,Cucujoidea,Auckland,Auckland,AK,Asia,Palearctic,Yes,polyphagous,Polyphagous,stored products,Stored products,1.88,NA,NA,NA,"Edney-Browne, 2018",NA
Neuroptera,Coniopterygidae,Cryptoscenea,NA,Cryptoscenea australiensis,NA,NA,NA,Species,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA
Hemiptera,Psyllidae,Ctenarytaina,eucalypti,Ctenarytaina eucalypti,Ctenarytaina eucalypti,0,NA,Species,1889,Psylloidea,NA,NA,NA,Australia,Australasia,No,g-oligophagous,Oligophagous,herbivore,Herbivore,1.7,NA,NA,NA,"Edney-Browne, 2018",NA
Hemiptera,Psyllidae,Ctenarytaina,longicauda,Ctenarytaina longicauda,Ctenarytaina longicauda,0,NA,Species,1976,Psylloidea,Roturua,Waikato,TO,Australia,Australasia,No,g-oligophagous,Oligophagous,herbivore,Herbivore,2.1,NA,NA,NA,"Edney-Browne, 2018",NA
Hemiptera,Psyllidae,Ctenarytaina,spatulata,Ctenarytaina spatulata,Ctenarytaina spatulata,0,NA,Species,1990,Psylloidea,South Island,NA,NA,NA,NA,NA,g-oligophagous,Oligophagous,herbivore,Herbivore,2,NA,NA,NA,"Edney-Browne, 2018",NA
Hemiptera,Aphalaridae,Ctenarytaina,NA,Ctenarytaina syzygii,NA,NA,NA,Species,1997,NA,NA,Auckland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA
Hemiptera,Psyllidae,Ctenarytaina,thysanura,Ctenarytaina thysanura,Ctenarytaina thysanura,0,NA,Species,1946,Psylloidea,Christchurch,Canterbury,MC,Australia,Australasia,No,monophagous,Monophagous,herbivore,Herbivore,3,NA,NA,NA,"Edney-Browne, 2018",NA
Siphonaptera,Pulicidae,Ctenocephalides,canis,Ctenocephalides canis,Ctenocephalides canis,0,NA,Species,1884,NA,Auckland,Auckland,AK,C,Cosmopolitan,Yes,polyphagous,Polyphagous,parasite,Parasite,2,NA,NA,NA,"Edney-Browne, 2018",NA
Siphonaptera,Pulicidae,Ctenocephalides,felis,Ctenocephalides felis,Ctenocephalides felis,0,NA,Species,1921,NA,Whanganui,Manawatu-Wanganui,WI,C,Cosmopolitan,Yes,polyphagous,Polyphagous,parasite,Parasite,1.5,NA,NA,NA,"Edney-Browne, 2018",NA
Hymenoptera,Ichneumonidae,Ctenochares,bicolorus,Ctenochares bicolorus,Ctenochares bicolorus,0,NA,Species,1981,NA,Auckland,Auckland,AK,Africa,Afrotropic,No,o-oligophagous,Oligophagous,parasitoid,Parasitoid,17,NA,NA,NA,"Edney-Browne, 2018",NA
Zygentoma,Lepismatidae,Ctenolepisma,NA,Ctenolepisma longicaudata,NA,NA,NA,Species,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA
Lepidoptera,Noctuidae,Ctenoplusia,albostriata,Ctenoplusia albostriata,Ctenoplusia albostriata,0,NA,Species,1936,Noctuoidea,Auckland,Auckland,AK,Asia,Oriental,No,f-oligophagous,Oligophagous,herbivore,Herbivore,30,NA,NA,NA,"Edney-Browne, 2018",NA
Lepidoptera,Noctuidae,Ctenoplusia,limbirena,Ctenoplusia limbirena,Ctenoplusia limbirena,0,NA,Species,2011,Noctuoidea,Freemans Bay,Auckland,AK,Paleotropical-Subtropical,Cosmopolitan,Yes,polyphagous,Polyphagous,herbivore,Herbivore,40,NA,NA,NA,"Edney-Browne, 2018",NA
Diptera,Sciaridae,Ctenosciara,hyalipennis,Ctenosciara hyalipennis,Ctenosciara hyalipennis,0,NA,Species,NA,Nematocera,NA,NA,NA,"Europe, China",Palearctic,No,polyphagous,Polyphagous,saprophagous,Saprophagous,NA,NA,NA,NA,"Edney-Browne, 2018",NA
Phthiraptera,Philopteridae,Cuclotogaster,synoicus,Cuclotogaster synoicus,Cuclotogaster synoicus,0,NA,Species,1866,Ischnocera,NA,NA,NA,Australia,Australasia,No,monophagous,Monophagous,parasite,Parasite,NA,NA,NA,NA,"Edney-Browne, 2018",NA
Diptera,Culicidae,Culex,quinquefasciatus,Culex quinquefasciatus,Culex quinquefasciatus,0,126490,Species,1848,NA,NA,NA,NA,NA,Cosmopolitan,Yes,NA,NA,parasite,Parasite,4,NA,NA,NA,"Edney-Browne, 2018",NA
Lepidoptera,Crambidae,Culladia,cuneiferellus,Culladia cuneiferellus,Culladia cuneiferellus,0,NA,Species,1999,NA,Northland,Northland,ND,Australia,Australasia,No,f-oligophagous,Oligophagous,herbivore,Herbivore,NA,NA,NA,NA,"Edney-Browne, 2018",NA
Hemiptera,Pentatomidae,Cuspicona,simplex,Cuspicona simplex,Cuspicona simplex,0,NA,Species,1939,Pentatomoidea,Owairaka,Auckland,AK,Australia,Australasia,No,oligophagous,Oligophagous,herbivore,Herbivore,9,NA,NA,NA,"Edney-Browne, 2018",NA
Coleoptera,Nitidulidae,Cybocephalus,aleyrodiphagus,Cybocephalus aleyrodiphagus,Cybocephalus aleyrodiphagus,0,NA,Species,NA,Cucujoidea,NA,NA,NA,Australia,Australasia,No,NA,NA,predator,Predator,1,NA,NA,NA,"Edney-Browne, 2018",NA
Lepidoptera,Tortricidae,Cydia,pomonella,Cydia pomonella,Cydia pomonella,0,NA,Species,1922,Tortricoidea,Wellington,Wellington,WN,Europe,Palearctic,Yes,polyphagous,Polyphagous,herbivore,Herbivore,17,NA,NA,NA,"Edney-Browne, 2018",NA
Hymenoptera,Braconidae,Dacnusa,areolaris,Dacnusa areolaris,Dacnusa areolaris,0,152888,Species,1920,NA,Nelson,Nelson- Tasman,NN,Europe,Palearctic,No,monophagous,Monophagous,parasitoid,Parasitoid,2,NA,NA,NA,"Edney-Browne, 2018",NA
Coleoptera,Hydrophilidae,Dactylosternum,abdominale,Dactylosternum abdominale,Dactylosternum abdominale,0,113092,Species,1940,Hydrophiloidea,Auckland,Auckland,AK,S. America,Neotropic,Yes,NA,NA,predator,Predator,4,NA,NA,NA,"Edney-Browne, 2018",NA
Coleoptera,Hydrophilidae,Dactylosternum,marginale,Dactylosternum marginale,Dactylosternum marginale,0,NA,Species,1870,Hydrophiloidea,Auckland,Auckland,AK,Australia,Australasia,Yes,NA,NA,predator,Predator,4,NA,NA,NA,"Edney-Browne, 2018",NA
Hemiptera,Phylloxeridae,Daktulosphaira,vitifoliae,Daktulosphaira vitifoliae,Daktulosphaira vitifoliae,0,NA,Species,1885,Aphidoidea,NA,NA,NA,N. America,Nearctic,Yes,g-oligophagous,Oligophagous,herbivore,Herbivore,1,NA,NA,NA,"Edney-Browne, 2018",NA
Coleoptera,Staphylinidae,Dalotia,coriaria,Dalotia coriaria,Dalotia coriaria,0,724970,Species,1860,Staphylinoidea,Auckland,Auckland,AK,Europe,Palearctic,Yes,NA,NA,predator,Predator,3.5,NA,NA,NA,"Edney-Browne, 2018",NA
Lepidoptera,Nymphalidae,Danaus,NA,Danaus petilia,NA,NA,NA,Species,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA
Lepidoptera,Nymphalidae,Danaus,NA,Danaus plexippus,NA,NA,NA,Species,1900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA
Diptera,Cecidomyiidae,Dasineura,alopecuri,Dasineura alopecuri,Dasineura alopecuri,0,123821,Species,NA,Sciaroidea,NA,NA,NA,NA,Palearctic,No,g-oligophagus,Oligophagous,herbivore,Herbivore,2,NA,NA,NA,"Edney-Browne, 2018",NA
Diptera,Cecidomyiidae,Dasineura,mali,Dasineura mali,Dasineura mali,0,123930,Species,1950,Sciaroidea,Auckland,Auckland,AK,NA,Palearctic,Yes,monophagous,Monophagous,herbivore,Herbivore,NA,NA,NA,NA,"Edney-Browne, 2018",NA
Diptera,Cecidomyiidae,Dasineura,pyri,Dasineura pyri,Dasineura pyri,0,123973,Species,1916,Sciaroidea,Auckland,Auckland,AK,NA,Palearctic,Yes,g-oligophagus,Oligophagous,herbivore,Herbivore,2.5,NA,NA,NA,"Edney-Browne, 2018",NA
Diptera,Cecidomyiidae,Dasineura,NA,Dasineura rubiformis,NA,NA,NA,Species,2010,NA,NA,North Island,NA,NA,NA,NA,NA,NA,NA,NA,NA,MAF report,NA,NA,"Froud, 2011",NA
Coleoptera,Scarabaeidae,Dasygnathus,dejeani,Dasygnathus dejeani,Dasygnathus dejeani,0,NA,Species,1945,Scarabaeoidea,Kerikeri,Northland,ND,Australia,Australasia,No,polyphagous,Polyphagous,herbivore,Herbivore,20,NA,NA,NA,"Edney-Browne, 2018",NA
Lepidoptera,Noctuidae,Dasypodia,cymatodes,Dasypodia cymatodes,Dasypodia cymatodes,0,NA,Species,1918,NA,Parakai,Auckland,AK,Australia,Australasia,No,f-oligophagous,Oligophagous,herbivore,Herbivore,80,NA,NA,NA,"Edney-Browne, 2018",NA
Lepidoptera,Erebidae,Dasypodia,NA,Dasypodia selenophora,NA,NA,NA,Species,1938,NA,NA,South Island,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hoare, 2001",NA
Diptera,Anthomyiidae,Delia,platura,Delia platura,Delia platura,0,149893,Species,1931,Muscoidea,Palmerston North,Manawatu-Wanganui,WI,NA,Cosmopolitan,Yes,polyphagous,Polyphagous,herbivore,Herbivore,0.5,NA,NA,NA,"Edney-Browne, 2018",NA
Diptera,Anthomyiidae,Delia,urbana,Delia urbana,Delia urbana,0,NA,Species,1939,Schizophora,Mahia,Hawke's Bay,HB,NA,NA,NA,NA,NA,herbivore,Herbivore,4,NA,NA,NA,"Edney-Browne, 2018",NA
Hymenoptera,Megaspilidae,Dendrocerus,aphidum,Dendrocerus aphidum,Dendrocerus aphidum,0,611211,Species,1959,NA,Marton,Manawatu-Wanganui,WI,C,Cosmopolitan,Yes,monophagous,Monophagous,parasitoid,Parasitoid,2,NA,NA,NA,"Edney-Browne, 2018",NA
Hymenoptera,Megaspilidae,Dendrocerus,carpenteri,Dendrocerus carpenteri,Dendrocerus carpenteri,0,611221,Species,1921,NA,Nelson,Nelson- Tasman,NN,C,Cosmopolitan,Yes,monophagous,Monophagous,parasitoid,Parasitoid,1,NA,NA,NA,"Edney-Browne, 2018",NA
Hymenoptera,Megaspilidae,Dendrocerus,laticeps,Dendrocerus laticeps,Dendrocerus laticeps,0,611246,Species,NA,NA,NA,Hawke's Bay,HB,C,Cosmopolitan,Yes,NA,NA,parasitoid,Parasitoid,1,NA,NA,NA,"Edney-Browne, 2018",NA
Lepidoptera,Depressariidae,Depressaria,pastinacella,Depressaria pastinacella,Depressaria pastinacella,0,NA,Species,2004,Gelechioidea,Port Chalmers,Otago,DN,Europe,Palearctic,No,f-oligophagous,Oligophagous,herbivore,Herbivore,NA,NA,NA,NA,"Edney-Browne, 2018",NA
Coleoptera,Desmestidae,Dermestes,ater,Dermestes ater,Dermestes ater,0,114979,Species,1942,Bostrichoidea,Auckland,Auckland,AK,C,Cosmopolitan,Yes,polyphagous,Polyphagous,omnivore,Omnivore,8,NA,NA,NA,"Edney-Browne, 2018",NA
Coleoptera,Desmestidae,Dermestes,carnivorus,Dermestes carnivorus,Dermestes carnivorus,0,188450,Species,NA,Bostrichoidea,NA,NA,NA,NA,Neotropic,Yes,polyphagous,Polyphagous,omnivore,Omnivore,7.5,NA,NA,NA,"Edney-Browne, 2018",NA
Coleoptera,Desmestidae,Dermestes,haemorrhoidalis,Dermestes haemorrhoidalis,Dermestes haemorrhoidalis,0,NA,Species,1932,Bostrichoidea,New Plymouth,Taranaki,TK,C,Cosmopolitan,Yes,polyphagous,Polyphagous,omnivore,Omnivore,8,NA,NA,NA,"Edney-Browne, 2018",NA
Coleoptera,Desmestidae,Dermestes,lardarius,Dermestes lardarius,Dermestes lardarius,0,114978,Species,1933,Bostrichoidea,Christchurch,Canterbury,MC,Europe,Palearctic,Yes,polyphagous,Polyphagous,omnivore,Omnivore,8,NA,NA,NA,"Edney-Browne, 2018",NA
Coleoptera,Desmestidae,Dermestes,maculatus,Dermestes maculatus,Dermestes maculatus,0,114980,Species,1880,Bostrichoidea,Christchurch,Canterbury,MC,C,Cosmopolitan,Yes,polyphagous,Polyphagous,omnivore,Omnivore,8,NA,NA,NA,"Edney-Browne, 2018",NA
Coleoptera,Desmestidae,Dermestes,peruvianus,Dermestes peruvianus,Dermestes peruvianus,0,728088,Species,1959,Bostrichoidea,Auckland,Auckland,AK,C,Cosmopolitan,Yes,polyphagous,Polyphagous,omnivore,Omnivore,8,NA,NA,NA,"Edney-Browne, 2018",NA
Coleoptera,Ptinidae,Deroptilinus,granicollis,Deroptilinus granicollis,Deroptilinus granicollis,0,NA,Species,1969,Bostrichoidea,Northland,Northland,ND,Australia,Australasia,No,oligophagous,Oligophagous,herbivore,Herbivore,4,NA,NA,NA,"Edney-Browne, 2018",NA
Diptera,Drosophilidae,Dettopsomyia,nigrovittata,Dettopsomyia nigrovittata,Dettopsomyia nigrovittata,0,146209,Species,2006,NA,Auckland,Auckland,AK,NA,NA,NA,g-oligophagus,Oligophagous,herbivore,Herbivore,NA,NA,NA,NA,"Edney-Browne, 2018",NA
Coleoptera,Chrysomelidae,Diachus,auratus,Diachus auratus,Diachus auratus,0,187772,Species,NA,Chrysomeloidea,NA,NA,NA,"N. America, S. America",Americas,No,oligophagous,Oligophagous,herbivore,Herbivore,NA,NA,NA,NA,"Edney-Browne, 2018",NA
Diptera,Cecidomyiidae,Diadiplosis,koebelei,Diadiplosis koebelei,Diadiplosis koebelei,0,125273,Species,1978,NA,Auckland,Auckland,AK,Australia,Australasia,No,monophagous,Monophagous,predator,Predator,NA,NA,NA,NA,"Edney-Browne, 2018",NA
Hymenoptera,Braconidae,Diaeretiella,rapae,Diaeretiella rapae,Diaeretiella rapae,0,NA,Species,1921,NA,Nelson,Nelson- Tasman,NN,C,Cosmopolitan,Yes,monophagous,Monophagous,parasitoid,Parasitoid,2,NA,NA,NA,"Edney-Browne, 2018",NA
Lepidoptera,Gracillariidae,Dialectica,scalariella,Dialectica scalariella,Dialectica scalariella,0,NA,Species,1997,Gracillarioidea,Nelson,Nelson- Tasman,NN,"S. Europe, Madeira, Canary Is., Asia Minor, Australia",Palearctic,No,f-oligophagous,Oligophagous,herbivore,Herbivore,9,NA,NA,NA,"Edney-Browne, 2018",NA
Hemiptera,Diaspididae,Diaspidiotus,ostreaeformis,Diaspidiotus ostreaeformis,Diaspidiotus ostreaeformis,0,NA,Species,1939,Coccoidea,Christchurch,Canterbury,MC,Europe,Palearctic,Yes,polyphagous,Polyphagous,herbivore,Herbivore,1.7,NA,NA,NA,"Edney-Browne, 2018",NA
Hemiptera,Diaspididae,Diaspidiotus,perniciosus,Diaspidiotus perniciosus,Diaspidiotus perniciosus,0,NA,Species,1892,Coccoidea,NA,NA,NA,Europe,Palearctic,Yes,polyphagous,Polyphagous,herbivore,Herbivore,2,NA,NA,NA,"Edney-Browne, 2018",NA
Hemiptera,Diaspididae,Diaspis,boisduvalii,Diaspis boisduvalii,Diaspis boisduvalli,1,NA,Species,1960,Coccoidea,Palmerston Nth,Manawatu-Wanganui,WI,S. America,Neotropic,Yes,polyphagous,Polyphagous,herbivore,Herbivore,2,NA,NA,NA,"Edney-Browne, 2018",NA
Hymenoptera,Pteromalidae,Dibrachys,microgastri,Dibrachys microgastri,Dibrachys microgastri,0,NA,Species,1995,NA,Clyde,Otago,CO,C,Cosmopolitan,Yes,monophagous,Monophagous,parasitoid,Parasitoid,NA,NA,NA,NA,"Edney-Browne, 2018",NA
Diptera,Chloropidae,Dicraeus,tibialis,Dicraeus tibialis,Dicraeus tibialis,0,147720,Species,1960,Carnoidea,Cheltenham,Manawatu-Wanganui,WI,Europe,Palearctic,No,f-oligophagous,Oligophagous,herbivore,Herbivore,2,NA,NA,NA,"Edney-Browne, 2018",NA
Coleoptera,Chrysomelidae,Dicranosterna,semipunctata,Dicranosterna semipunctata,Dicranosterna sempipunctata,1,NA,Species,1996,Chrysomeloidea,Auckland,Auckland,AK,Australia,Australasia,No,oligophagous,Oligophagous,herbivore,Herbivore,8,NA,NA,NA,"Edney-Browne, 2018",NA
Hemiptera,Pentatomidae,Dictyotus,caenosus,Dictyotus caenosus,Dictyotus caenosus,0,NA,Species,1921,Pentatomoidea,Blenheim,Marlborough,MB,"Australia, New Caledonia",Australasia,No,polyphagous,Polyphagous,herbivore,Herbivore,8.5,NA,NA,NA,"Edney-Browne, 2018",NA
Coleoptera,Cerambycidae,Didymocantha,obliqua,Didymocantha obliqua,Didymocantha obliqua,0,NA,Species,1960,Chrysomeloidea,Tauranga,Bay of Plenty,BP,Australia,Australasia,No,oligophagous,Oligophagous,herbivore,Herbivore,10,NA,NA,NA,"Edney-Browne, 2018",NA
Coleoptera,Latridiidae,Dienerella,filiformis,Dienerella filiformis,Dienerella filiformis,0,NA,Species,NA,Cucujoidea,Hamilton,Waikato,WO,Europe,Palearctic,No,polyphagous,Polyphagous,mycophagous,Mycophagous,1.3,NA,NA,NA,"Edney-Browne, 2018",NA
Coleoptera,Latridiidae,Dienerella,filum,Dienerella filum,Dienerella filum,0,NA,Species,1978,Cucujoidea,Hamilton,Waikato,WO,NA,Palearctic,Yes,polyphagous,Polyphagous,mycophagous,Mycophagous,1.4,NA,NA,NA,"Edney-Browne, 2018",NA
Coleoptera,Latridiidae,Dienerella,ruficollis,Dienerella ruficollis,Dienerella ruficollis,0,NA,Species,1979,Cucujoidea,Motueka,Nelson- Tasman,NN,NA,Palearctic,Yes,polyphagous,Polyphagous,mycophagous,Mycophagous,1.11,NA,NA,NA,"Edney-Browne, 2018",NA
Hemiptera,Rhyparochromidae,Dieuches,notatus,Dieuches notatus,Dieuches notatus,0,NA,Species,1958,Lygaeoidea,Auckland,Auckland,AK,Australia,Australasia,No,f-oligophagous,Oligophagous,herbivore,Herbivore,6,NA,NA,NA,"Edney-Browne, 2018",NA
Hymenoptera,Eulophidae,Diglyphus,isaea,Diglyphus isaea,Diglyphus isaea,0,NA,Species,1975,NA,Auckland,Auckland,AK,C,Cosmopolitan,Yes,f-oligophagous,Oligophagous,parasitoid,Parasitoid,1,NA,NA,NA,"Edney-Browne, 2018",NA
Hymenoptera,Braconidae,Dinocampus,coccinellae,Dinocampus coccinellae,Dinocampus coccinellae,0,NA,Species,1921,NA,Nelson,Nelson- Tasman,NN,C,Cosmopolitan,Yes,o-oligophagous,Oligophagous,parasitoid,Parasitoid,3,NA,NA,NA,"Edney-Browne, 2018",NA
Coleoptera,Bostrichidae,Dinoderus,minutus,Dinoderus minutus,Dinoderus minutus,0,187456,Species,1940,Bostrichoidea,Auckland,Auckland,AK,Asia,Palearctic,Yes,polyphagous,Polyphagous,herbivore,Herbivore,2.7,NA,NA,NA,"Edney-Browne, 2018",NA
Coleoptera,Coccinellidae,Diomus,notescens,Diomus notescens,Diomus notescens,0,187012,Species,1933,Cucujoidea,Palmerston Nth,NA,WI/WN,Australia,Australasia,No,NA,NA,predator,Predator,2.5,NA,NA,NA,"Edney-Browne, 2018",NA
Coleoptera,Coccinellidae,Diomus,subclarus,Diomus subclarus,Diomus subclarus,0,NA,Species,2005,Cucujoidea,Auckland,Auckland,AK,Australia,Australasia,No,NA,NA,predator,Predator,3,NA,NA,NA,"Edney-Browne, 2018",NA
Diptera,Tephritidae,Dioxyna,sororcula,Dioxyna sororcula,Dioxyna sororcula,0,142938,Species,1995,Drosophiloidea,Northland,Northland,ND,Paleotropics,Palearctic,Yes,NA,NA,herbivore,Herbivore,3,NA,NA,NA,"Edney-Browne, 2018",NA
Hymenoptera,Ichneumonidae,Diplazon,laetatorius,Diplazon laetatorius,Diplazon laetatorius,0,NA,Species,1878,NA,Otago,Otago,CO,C,Cosmopolitan,Yes,f-oligophagous,Oligophagous,parasitoid,Parasitoid,6,NA,NA,NA,"Edney-Browne, 2018",NA
Diptera,Ephydridae,Ditrichophora,flavitarsis,Ditrichophora flavitarsis,Ditrichophora flavitarsis,0,NA,Species,1922,Schizophora,Aniseed Valley,Nelson- Tasman,NN,NA,NA,No,NA,NA,herbivore,Herbivore,3,NA,NA,NA,"Edney-Browne, 2018",NA
Diptera,Phoridae,Dohrniphora,cornuta,Dohrniphora cornuta,Dohrniphora cornuta,0,139015,Species,1968,Aschiza,Lower Hutt,Wellington,WN,C,Cosmopolitan,Yes,polyphagous,Polyphagous,saprophagous,Saprophagous,2,NA,NA,NA,"Edney-Browne, 2018",NA
Hymenoptera,Formicidae,Doleromyrma,darwiniana,Doleromyrma darwiniana,Doleromyrma darwiniana,0,574749,Species,1959,NA,Auckland,Auckland,AK,Australia,Australasia,No,polyphagous,Polyphagous,predator,Predator,2,NA,NA,NA,"Edney-Browne, 2018",NA
Hymenoptera,Braconidae,Dolichogenidea,tasmanica,Dolichogenidea tasmanica,Dolichogenidea tasmanica,0,NA,Species,1921,NA,Nelson,Nelson- Tasman,NN,Australia,Australasia,No,monophagous,Monophagous,parasitoid,Parasitoid,3,NA,NA,NA,"Edney-Browne, 2018",NA
Psocoptera,Psyllipsocidae,Dorypteryx,longipennis,Dorypteryx longipennis,Dorypteryx longipennis,0,NA,Species,2009,NA,Auckland,Auckland,AK,"Australia, Europe?",NA,No,polyphagous,Polyphagous,detritivore,Other,1.5,NA,NA,NA,"Edney-Browne, 2018",NA
Hymenoptera,Eurytomidae,Dougiola,NA,Dougiola koebelei,NA,NA,NA,Species,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA
Neuroptera,Hemerobiidae,Drepanacra,binocula,Drepanacra binocula,Drepanacra binocula,0,NA,Species,1919,Hemerobioidea,Queenstown,Otago,CO,Australia,Australasia,No,o-oligophagous,Oligophagous,predator,Predator,6,NA,NA,NA,"Edney-Browne, 2018",NA
Hemiptera,Aphididae,Drepanosiphum,platanoidis,Drepanosiphum platanoidis,Drepanosiphum platanoidis,0,NA,Species,1956,Aphidoidea,Ashburton,Canterbury,MC,NA,Palearctic,Yes,g-oligophagous,Oligophagous,herbivore,Herbivore,4,NA,NA,NA,"Edney-Browne, 2018",NA
