GENUS_SPECIES,Authority,COMMON.NAME,JP NAME,Pest Type,ORDER,SubOrder,FAMILY,Year,Intentional_Release,Host_Group,ORIGIN,Source
Parasa lepida,(Cramer),NA,ヒロヘリアオイラガ,Outdoor,Lepidoptera,NA,Limacodidae,1982,NA,Leaf,Palearctic(Asia) Indomalaya,"Yamanaka, 2015"
Chilades pandava,(Horsfield),NA,クロマダラソテツシジミ,Outdoor,Lepidoptera,NA,Lycaenidae,1992,NA,Leaf,Indomalaya,"Yamanaka, 2015"
Zizula hylax,(Fabricius),NA,ホリイコシジミ,Outdoor,Lepidoptera,NA,Lycaenidae,1987,NA,Leaf,Indomalaya,"Yamanaka, 2015"
Chlumetia brevisigna,Holloway,NA,マンゴーフサヤガ,Outdoor: Greenhouse,Lepidoptera,NA,Noctuidae,1992,NA,Leaf: Fruits (マンゴー),Indomalaya,"Yamanaka, 2015"
Helicoverpa armigera,NA,NA,オオタバコガ,Outdoor: Greenhouse,Lepidoptera,NA,Noctuidae,NA,NA,Leaf: Fruits (様々な果物野菜を加害),NA,"Yamanaka, 2015"
Mocaldenia palumba,(Guenee),NA,シロモンアシブトクチバ,Outdoor,Lepidoptera,NA,Noctuidae,1995,NA,Fruits,Indomalaya,"Yamanaka, 2015"
Pericyma cruegeri,(Butler),NA,ホウオウボククチバ,Outdoor,Lepidoptera,NA,Noctuidae,1986,NA,Leaf (ホウオウボク),Indomalaya Afrotropic,"Yamanaka, 2015"
Peridroma saucia,(Hubner),NA,ニセタマナヤガ,Outdoor: Greenhouse,Lepidoptera,NA,Noctuidae,NA,NA,Leaf: Fruits (様々な果物野菜を加害),Neotropic,"Yamanaka, 2015"
Ariadne ariadne pallidior,Fruhstorfer,NA,カバタテハ,Outdoor,Lepidoptera,NA,Nymphalidae,1983,NA,Leaf,Indomalaya,"Yamanaka, 2015"
Athyma perius,NA,NA,シロミスジ,Outdoor,Lepidoptera,NA,Nymphalidae,1967,NA,Leaf,Indomalaya,"Yamanaka, 2015"
Cupha erymanthis,NA,NA,タイワンキマダラ,Outdoor,Lepidoptera,NA,Nymphalidae,1973,NA,Leaf,Indomalaya,"Yamanaka, 2015"
Parantica aglea maghaba,NA,NA,ヒメアサギマダラ,Outdoor,Lepidoptera,NA,Nymphalidae,2000,NA,Leaf,Indomalaya,"Yamanaka, 2015"
Pachiopta aristolochiae,NA,NA,ベニモンアゲハ,Outdoor,Lepidoptera,NA,Papilionidae,1968,NA,Leaf,Indomalaya,"Yamanaka, 2015"
Papilio xuthus,NA,NA,ナミアゲハ,Outdoor,Lepidoptera,NA,Papilionidae,NA,NA,Leaf,Palearctic(Asia),"Yamanaka, 2015"
Appias lyncida formosana,NA,NA,タイワンシロチョウ,Outdoor,Lepidoptera,NA,Pieridae,1984,NA,Leaf,Indomalaya,"Yamanaka, 2015"
Artogeia canidia,Sparrman,NA,タイワンモンシロチョウ,Outdoor,Lepidoptera,NA,Pieridae,1988,NA,Leaf,Indomalaya,"Yamanaka, 2015"
Leptosia nina niobe,NA,NA,クロテンシロチョウ,Outdoor,Lepidoptera,NA,Pieridae,1988,NA,Leaf,Indomalaya,"Yamanaka, 2015"
Pieris rapae,(Linnaeus),cabbage-butterfly,モンシロチョウ,Outdoor,Lepidoptera,NA,Pieridae,1958,NA,Leaf,Palearctic(Asia) Palearctic(Europe),"Yamanaka, 2015"
Eumeta japonica,NA,NA,オオミノガ,Outdoor,Lepidoptera,NA,Psychidae,NA,NA,Leaf,Palearctic(Asia),"Yamanaka, 2015"
Manatha taiwana,"(Sonan, 1935)",NA,アシシロマルバネミノガ,Outdoor,Lepidoptera,NA,Psychidae,1997,NA,Leaf,Indomalaya Palearctic(Asia),"Yamanaka, 2015"
Diacrotricha fasciola,Zeller,NA,ゴレンシトリバ,Outdoor,Lepidoptera,NA,Pterophoridae,2005,NA,Fruits (スターフルーツ),Indomalaya,"Yamanaka, 2015"
Corcyra cephalonica,(Stainton),rice meal moth,ガイマイツヅリガ,Stored,Lepidoptera,NA,Pyralidae,1920,NA,Stored,Palearctic(Europe),"Yamanaka, 2015"
Crocidolomia pavonana,(Fabricius),cabbage cluster caterpillar,ケブカノメイガ,Outdoor,Lepidoptera,NA,Pyralidae,1989,NA,Leaf (アブラナ科),Indomalaya Afrotropic,"Yamanaka, 2015"
Doloessa viridis,NA,NA,ミドリツヅリガ,Stored,Lepidoptera,NA,Pyralidae,2002,NA,Roots (イモ・貯穀害虫),Indomalaya,"Yamanaka, 2015"
Leucinodes orbonalis,Guenee,NA,ナスノメイガ,Outdoor: Greenhouse,Lepidoptera,NA,Pyralidae,1964,NA,Leaf: Fruits (ナス),Palearctic(Asia) Indomalaya,"Yamanaka, 2015"
Omphisa anastomosalis,(Guenee),Sweet potato vine borer :  sweetpotato vine borer,サツマイモノメイガ,Outdoor,Lepidoptera,NA,Pyralidae,1941,NA,Leaf: Roots,Palearctic(Asia) Indomalaya,"Yamanaka, 2015"
Paralipsa gularis,(Zeller),stored nut moth,ツヅリガ,Stored,Lepidoptera,NA,Pyralidae,NA,NA,Seeds,Indomalaya,"Yamanaka, 2015"
Parapediasia teterrella,(Zinchen),NA,シバツトガ,Outdoor,Lepidoptera,NA,Pyralidae,1970,NA,Leaf (芝),Nearctic Neotropic,"Yamanaka, 2015"
Plodia interpunctella,(Hübner),Indian meal moth :  Indian meal moth,ノシメマダラメイガ,Stored,Lepidoptera,NA,Pyralidae,NA,NA,Seeds,Neotropic,"Yamanaka, 2015"
Pralis sp,NA,NA,メイガの１種,Stored,Lepidoptera,NA,Pyralidae,NA,NA,Seeds,NA,"Yamanaka, 2015"
Pyralis farinalis,(Linnaeus),NA,カシノシマメイガ,Stored,Lepidoptera,NA,Pyralidae,NA,NA,Seeds,Cosmopolitan,"Yamanaka, 2015"
Scirpophaga incertulas,(Walker),NA,イッテンオオメイガ,Outdoor,Lepidoptera,NA,Pyralidae,NA,NA,Leaf,Indomalaya,"Yamanaka, 2015"
Daphnis nerii,(Linnaeus),NA,キョウチクトウスズメ,Outdoor,Lepidoptera,NA,Sphingidae,1966,NA,Leaf,Indomalaya Afrotropic,"Yamanaka, 2015"
Nemapogon granella,(Linnaeus),European grain moth:corn moth:mottled grain moth,コクガ,Stored,Lepidoptera,NA,Tineidae,NA,NA,Seeds,Palearctic(Asia),"Yamanaka, 2015"
Opogona sacchari,(Bojer),Banana Moth,クロテンオオメンコガ,Outdoor: Greenhouse,Lepidoptera,NA,Tineidae,1999,NA,Leaf: Fruits (サツマイモからパッションフルーツまで広食),Afrotropic,"Yamanaka, 2015"
Tineidaegen,NA,NA,Tineidaegen.sp.I,Stored,Lepidoptera,NA,Tineidae,NA,NA,Fungus,NA,"Yamanaka, 2015"
Tineola bisselliella,(Hummel),Webbing Clothes Moth: Carpet Moth,コイガ,Stored,Lepidoptera,NA,Tineidae,NA,NA,DryA,Palearctic(Europe),"Yamanaka, 2015"
Statherotis discana,(Felder et Rogenhofer),NA,レイシヒメハマキ,Outdoor: Greenhouse,Lepidoptera,NA,Tortricidae,1990,NA,Leaf: Fruits (ライチ),Indomalaya,"Yamanaka, 2015"
Plutella xylostella,NA,NA,コナガ,Outdoor,Lepidoptera,NA,Yponmeutidae,NA,NA,Leaf,Palearctic(Asia) Palearctic(Europe),"Yamanaka, 2015"
Balataea funeralis,NA,NA,タケノホソクロバ,Outdoor,Lepidoptera,NA,Zygaenidae,1937,NA,Leaf,Palearctic(Asia),"Yamanaka, 2015"
Damalinia bovis,NA,NA,ウシハジラミ,Sanit,Mallophage,NA,Linognathidae,NA,NA,Animal,Cosmopolitan,"Yamanaka, 2015"
Orthodera burmeisteri,NA,NA,ナンヨウカマキリ,NA,Mantodea,NA,Mantidae,NA,NA,Insect,NA,"Yamanaka, 2015"
Tenodera angustipennis,NA,NA,チョウセンカマキリ,NA,Mantodea,NA,Mantidae,NA,NA,Insect,Palearctic (Asia),"Yamanaka, 2015"
Gryllodes supplicans,(F. Walker),syn (Gryllodes sigillatus): European mole cricket,カマドコオロギ,NA,Orthoptera,NA,Gryllidae,NA,NA,Seeds: DryA,Indomalaya,"Yamanaka, 2015"
Gampsocleis mikado,Burr,NA,ヒガシキリギリス,NA,Orthoptera,NA,Tettigoniidae,2003,NA,Seeds: Leaf,Palearctic(Asia),"Yamanaka, 2015"
Homoeoxipha lycoides,(Walker),NA,フタイロヒバリ,Outdoor,Orthoptera,NA,Trigonidiidae,1993,NA,Seeds: DryA,Indomalaya,"Yamanaka, 2015"
Neohirasea japonica,NA,NA,トゲナナフシ,Outdoor,Phasmida,NA,Phasmatidae,1994,NA,Leaf (バラ・アザミ）,Palearctic(Asia) Japan,"Yamanaka, 2015"
Pediculus humanus,NA,NA,ヒトジラミ,Sanit,Phthiraptera,NA,Pediculidae,NA,NA,Animal,Palearctic(Asia),"Yamanaka, 2015"
Phthirus pubis,(Linnaeus),NA,ケジラミ,Sanit,Phthiraptera,NA,Pthiridae,NA,NA,Animal,Palearctic(Asia),"Yamanaka, 2015"
Ctenocephalides canis,(Curtis),NA,イヌノミ,Sanit,Siphonaptera,NA,Pulicidae,NA,NA,Animal,Palearctic(Europe),"Yamanaka, 2015"
Ctenocephalides felis,(Bouche),Cat flea,ネコノミ,Sanit,Siphonaptera,NA,Pulicidae,NA,NA,Animal,Cosmopolitan,"Yamanaka, 2015"
Echidnophaga gallinacea,(Westwood),Sticktight flea :  sticktight flea,ニワトリフトノミ,Sanit,Siphonaptera,NA,Pulicidae,NA,NA,Animal,Indomalaya,"Yamanaka, 2015"
Pulex irritans,(Linnaeus),Human flea :  human flea,ヒトノミ,Sanit,Siphonaptera,NA,Pulicidae,NA,NA,Animal,Cosmopolitan,"Yamanaka, 2015"
Xenopsylla cheopis,(Rothschild),Indian rat flea,ケオプスネズミノミ,Sanit,Siphonaptera,NA,Pulicidae,NA,NA,Animal,Afrotropic,"Yamanaka, 2015"
Franklinothrips vespiformis,(Crawford),NA,アリガタシマアザミウマ,BiolAge,Thysanoptera,NA,Aeolothripidae,1996,I,Insect,Neotropic,"Yamanaka, 2015"
Echinothrips americanus,Morgan,NA,モトジロアザミウマ,Outdoor,Thysanoptera,NA,Thripidae,1999,NA,Leaf (ミョウガ),Nearctic,"Yamanaka, 2015"
Frankliniella cephalica,NA,NA,Frankliniellacephalica,Greenhouse,Thysanoptera,NA,Thripidae,1996,NA,Leaf (花卉類),Nearctic,"Yamanaka, 2015"
Frankliniella occidentalis,(Pergande),Western flower thrips :  Western flower thrips,ミカンキイロアザミウマ,Outdoor: Greenhouse,Thysanoptera,NA,Thripidae,1999,NA,Leaf: Fruits (果物・野菜全般),Nearctic,"Yamanaka, 2015"
Heliothrips haemorrhoidalis,(Bouché),greenhouse thrips:glasshouse thrips,クロトンアザミウマ,Outdoor: Greenhouse,Thysanoptera,NA,Thripidae,1937,NA,Leaf: Fruits (果物・野菜全般),Neotropic,"Yamanaka, 2015"
Hydatothrips samayunkur,Kudo,NA,トラフアザミウマ,Outdoor: Greenhouse,Thysanoptera,NA,Thripidae,1994,NA,Leaf (マリーゴールド),Neotropic,"Yamanaka, 2015"
Megalurothrips distalis,NA,NA,マメハナアザミウマ,Outdoor,Thysanoptera,NA,Thripidae,NA,NA,Leaf (マメ科の花？),Palearctic(Asia) Indomalaya,"Yamanaka, 2015"
Microcephalothrips abdominalis,(Crawford),composite thrips,コスモスアザミウマ,Outdoor: Greenhouse,Thysanoptera,NA,Thripidae,NA,NA,Leaf (コスモス・マリーゴールド),Pantropic,"Yamanaka, 2015"
Scirtothrips dorsalis,Hood,yellow tea thrips,チャノキイロアザミウマ,Outdoor: Greenhouse,Thysanoptera,NA,Thripidae,2008,NA,Leaf (チャ、花卉も加害するらしい),Indomalaya,"Yamanaka, 2015"
Selenothrips rubrocinctus,(Giard),"red banded thrips, cacao thrips",アカオビアザミウマ,Outdoor: Greenhouse,Thysanoptera,NA,Thripidae,1991,NA,Leaf: Fruits (果物・野菜・樹木),Neotropic Afrotropic Indomalaya,"Yamanaka, 2015"
Thrips hawaiiensis,(Morgan),flower thrips,ハナアザミウマ,Outdoor: Greenhouse,Thysanoptera,NA,Thripidae,NA,NA,Leaf (花卉類花粉),Indomalaya,"Yamanaka, 2015"
Thrips palmi,Karny,Melon thrips :  gladiolus thrips,ミナミキイロアザミウマ,Outdoor: Greenhouse,Thysanoptera,NA,Thripidae,1980,NA,Leaf (ピーマンのほか花卉類花粉),Cosmopolitan,"Yamanaka, 2015"
Thrips simplex,(Morison),Gladiolus thrips :  gladiolus thrips,グラジオラスアザミウマ,Outdoor: Greenhouse,Thysanoptera,NA,Thripidae,1987,NA,Leaf (花卉類花粉),Palearctic(Asia) Afrotropic,"Yamanaka, 2015"
Thrips tabaci,Lindeman,Tobacco or Onion thrips :  onion thrips:cotton seedling thrips,ネギアザミウマ,Outdoor: Greenhouse,Thysanoptera,NA,Thripidae,NA,NA,Leaf (葱・にんにく、ピーマン),Palearctic(Asia),"Yamanaka, 2015"
Lepisma saccharina,NA,NA,セイヨウシミ,Stored,Thysanura,NA,Lepismatidae,NA,NA,DryA: Animal,Palearctic(Europe),"Yamanaka, 2015"
Thermobia domestica,NA,NA,マダラシミ,Stored,Thysanura,NA,Lepismatidae,NA,NA,DryA: Animal,NA,"Yamanaka, 2015"
